scheduler,code,q,columns,layers,qubits,volume,idle,sec,floor,best_cols,q_rel,cols_rel,collapsed_to_serial,n_methods,common,q_n,cols_n,q_lo,q_hi,c_lo,c_hi
greedy,"[[21,2,6]]",69,38,34,69,2415.0,207.0,16.0,43,28,1.6046511627906976,1.3571428571428572,False,3,True,0.4727272727272727,0.0844951415293619,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",70,38,34,69,2415.0,245.0,16.2,43,28,1.627906976744186,1.3571428571428572,False,3,True,0.4909090909090909,0.0844951415293619,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",71,38,34,69,2415.0,283.0,16.1,43,28,1.6511627906976745,1.3571428571428572,False,3,True,0.509090909090909,0.0844951415293619,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",72,38,34,69,2415.0,321.0,15.8,43,28,1.6744186046511629,1.3571428571428572,False,3,True,0.5272727272727272,0.0844951415293619,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",73,37,33,73,2474.0,227.0,15.7,43,28,1.697674418604651,1.3214285714285714,False,3,True,0.5454545454545454,0.07604562737642571,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",74,37,33,73,2474.0,264.0,15.5,43,28,1.7209302325581395,1.3214285714285714,False,3,True,0.5636363636363636,0.07604562737642571,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",75,36,32,75,2437.0,263.0,14.8,43,28,1.744186046511628,1.2857142857142858,False,3,True,0.5818181818181818,0.06759611322348952,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",76,35,31,76,2432.0,228.0,14.5,43,28,1.7674418604651163,1.25,False,3,True,0.6,0.059146599070553335,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",77,35,31,77,2426.0,269.0,14.3,43,28,1.7906976744186047,1.25,False,3,True,0.6181818181818182,0.059146599070553335,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",78,35,31,77,2426.0,304.0,14.2,43,28,1.813953488372093,1.25,False,3,True,0.6363636363636364,0.059146599070553335,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",79,34,30,79,2389.0,297.0,19.8,43,28,1.8372093023255813,1.2142857142857142,False,3,True,0.6545454545454545,0.050697084917617145,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",80,33,29,80,2366.0,274.0,19.3,43,28,1.8604651162790697,1.1785714285714286,False,3,True,0.6727272727272727,0.04224757076468095,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",81,33,29,80,2366.0,307.0,13.4,43,28,1.8837209302325582,1.1785714285714286,False,3,True,0.6909090909090909,0.04224757076468095,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",82,33,29,80,2366.0,340.0,19.3,43,28,1.9069767441860466,1.1785714285714286,False,3,True,0.7090909090909091,0.04224757076468095,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",83,32,28,83,2398.0,258.0,18.7,43,28,1.930232558139535,1.1428571428571428,False,3,True,0.7272727272727273,0.03379805661174476,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",84,32,28,84,2386.0,302.0,12.7,43,28,1.9534883720930232,1.1428571428571428,False,3,True,0.7454545454545455,0.03379805661174476,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",85,32,28,84,2386.0,334.0,18.6,43,28,1.9767441860465116,1.1428571428571428,False,3,True,0.7636363636363637,0.03379805661174476,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",86,29,25,86,2328.0,166.0,18.3,43,28,2.0,1.0357142857142858,False,3,True,0.7818181818181819,0.00844951415293619,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",87,29,25,86,2328.0,195.0,17.5,43,28,2.0232558139534884,1.0357142857142858,False,3,True,0.8,0.00844951415293619,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",88,29,25,86,2328.0,224.0,17.4,43,28,2.046511627906977,1.0357142857142858,False,3,True,0.8181818181818182,0.00844951415293619,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",89,29,25,86,2328.0,253.0,16.9,43,28,2.0697674418604652,1.0357142857142858,False,3,True,0.8363636363636363,0.00844951415293619,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",90,29,25,86,2328.0,282.0,16.9,43,28,2.0930232558139537,1.0357142857142858,False,3,True,0.8545454545454545,0.00844951415293619,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",91,29,25,86,2328.0,311.0,11.6,43,28,2.116279069767442,1.0357142857142858,False,3,True,0.8727272727272727,0.00844951415293619,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",92,29,25,86,2328.0,340.0,11.4,43,28,2.13953488372093,1.0357142857142858,False,3,True,0.8909090909090909,0.00844951415293619,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",93,29,25,86,2328.0,369.0,11.0,43,28,2.1627906976744184,1.0357142857142858,False,3,True,0.9090909090909091,0.00844951415293619,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",94,29,25,86,2328.0,398.0,11.0,43,28,2.186046511627907,1.0357142857142858,False,3,True,0.9272727272727272,0.00844951415293619,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",95,28,24,95,2331.0,329.0,10.9,43,28,2.2093023255813953,1.0,False,3,True,0.9454545454545454,0.0,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",96,28,24,95,2331.0,357.0,10.7,43,28,2.2325581395348837,1.0,False,3,True,0.9636363636363636,0.0,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",97,28,24,95,2331.0,385.0,15.4,43,28,2.255813953488372,1.0,False,3,True,0.9818181818181818,0.0,43,98,28,146.35000000000022
greedy,"[[21,2,6]]",98,28,24,95,2331.0,413.0,10.5,43,28,2.2790697674418605,1.0,False,3,True,1.0,0.0,43,98,28,146.35000000000022
greedy,"[[16,3,5]]",40,52,48,40,2006.0,74.0,36.7,40,23,1.0,2.260869565217391,False,3,True,0.0,0.8950617283950639,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",41,51,47,41,1993.0,98.0,33.5,40,23,1.025,2.217391304347826,False,3,True,0.017241379310344827,0.8641975308641997,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",42,48,45,42,1942.0,74.0,24.2,40,23,1.05,2.0869565217391304,False,3,True,0.034482758620689655,0.7716049382716068,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",43,47,43,43,1937.0,84.0,23.1,40,23,1.075,2.0434782608695654,False,3,True,0.05172413793103448,0.7407407407407426,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",44,44,40,44,1855.0,81.0,22.4,40,23,1.1,1.9130434782608696,False,3,True,0.06896551724137931,0.6481481481481497,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",45,43,39,45,1848.0,87.0,27.3,40,23,1.125,1.8695652173913044,False,3,True,0.08620689655172414,0.6172839506172855,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",46,41,37,46,1803.0,83.0,28.7,40,23,1.15,1.7826086956521738,False,3,True,0.10344827586206896,0.5555555555555569,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",47,40,36,47,1770.0,110.0,19.0,40,23,1.175,1.7391304347826086,False,3,True,0.1206896551724138,0.5246913580246927,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",48,40,36,47,1770.0,150.0,20.4,40,23,1.2,1.7391304347826086,False,3,True,0.13793103448275862,0.5246913580246927,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",49,39,35,49,1804.0,107.0,18.1,40,23,1.225,1.6956521739130435,False,3,True,0.15517241379310345,0.49382716049382835,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",50,37,33,50,1747.0,103.0,22.4,40,23,1.25,1.608695652173913,False,3,True,0.1724137931034483,0.43209876543209985,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",51,37,33,50,1747.0,140.0,17.5,40,23,1.275,1.608695652173913,False,3,True,0.1896551724137931,0.43209876543209985,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",52,36,32,52,1764.0,108.0,16.9,40,23,1.3,1.565217391304348,False,3,True,0.20689655172413793,0.4012345679012356,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",53,36,32,52,1764.0,144.0,17.3,40,23,1.325,1.565217391304348,False,3,True,0.22413793103448276,0.4012345679012356,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",54,35,31,54,1760.0,130.0,15.7,40,23,1.35,1.5217391304347827,False,3,True,0.2413793103448276,0.3703703703703713,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",55,35,31,54,1760.0,165.0,16.3,40,23,1.375,1.5217391304347827,False,3,True,0.25862068965517243,0.3703703703703713,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",56,34,30,56,1760.0,144.0,15.3,40,23,1.4,1.4782608695652173,False,3,True,0.27586206896551724,0.339506172839507,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",57,34,30,56,1760.0,178.0,17.9,40,23,1.425,1.4782608695652173,False,3,True,0.29310344827586204,0.339506172839507,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",58,34,30,56,1760.0,212.0,15.9,40,23,1.45,1.4782608695652173,False,3,True,0.3103448275862069,0.339506172839507,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",59,32,28,59,1746.0,142.0,19.1,40,23,1.475,1.391304347826087,False,3,True,0.3275862068965517,0.27777777777777846,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",60,32,28,60,1729.0,191.0,15.2,40,23,1.5,1.391304347826087,False,3,True,0.3448275862068966,0.27777777777777846,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",61,31,27,61,1709.0,182.0,12.7,40,23,1.525,1.3478260869565217,False,3,True,0.3620689655172414,0.24691358024691418,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",62,31,27,61,1709.0,213.0,13.3,40,23,1.55,1.3478260869565217,False,3,True,0.3793103448275862,0.24691358024691418,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",63,30,26,63,1718.0,172.0,13.6,40,23,1.575,1.3043478260869565,False,3,True,0.39655172413793105,0.21604938271604993,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",64,30,26,63,1718.0,202.0,12.4,40,23,1.6,1.3043478260869565,False,3,True,0.41379310344827586,0.21604938271604993,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",65,30,26,63,1718.0,232.0,17.3,40,23,1.625,1.3043478260869565,False,3,True,0.43103448275862066,0.21604938271604993,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",66,30,26,63,1718.0,262.0,13.3,40,23,1.65,1.3043478260869565,False,3,True,0.4482758620689655,0.21604938271604993,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",67,30,26,63,1718.0,292.0,12.0,40,23,1.675,1.3043478260869565,False,3,True,0.46551724137931033,0.21604938271604993,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",68,29,25,68,1755.0,217.0,13.0,40,23,1.7,1.2608695652173914,False,3,True,0.4827586206896552,0.18518518518518565,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",69,29,25,69,1736.0,265.0,12.5,40,23,1.725,1.2608695652173914,False,3,True,0.5,0.18518518518518565,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",70,29,25,69,1736.0,294.0,11.8,40,23,1.75,1.2608695652173914,False,3,True,0.5172413793103449,0.18518518518518565,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",71,28,24,71,1786.0,202.0,14.6,40,23,1.775,1.2173913043478262,False,3,True,0.5344827586206896,0.15432098765432137,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",72,28,24,71,1786.0,230.0,13.1,40,23,1.8,1.2173913043478262,False,3,True,0.5517241379310345,0.15432098765432137,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",73,27,23,73,1786.0,185.0,15.7,40,23,1.825,1.173913043478261,False,3,True,0.5689655172413793,0.12345679012345709,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",74,27,23,73,1786.0,212.0,14.3,40,23,1.85,1.173913043478261,False,3,True,0.5862068965517241,0.12345679012345709,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",75,27,23,73,1786.0,239.0,12.2,40,23,1.875,1.173913043478261,False,3,True,0.603448275862069,0.12345679012345709,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",76,27,23,73,1786.0,266.0,12.4,40,23,1.9,1.173913043478261,False,3,True,0.6206896551724138,0.12345679012345709,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",77,27,23,73,1786.0,293.0,14.2,40,23,1.925,1.173913043478261,False,3,True,0.6379310344827587,0.12345679012345709,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",78,27,23,73,1786.0,320.0,10.7,40,23,1.95,1.173913043478261,False,3,True,0.6551724137931034,0.12345679012345709,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",79,27,23,73,1786.0,347.0,7.3,40,23,1.975,1.173913043478261,False,3,True,0.6724137931034483,0.12345679012345709,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",80,27,23,73,1786.0,374.0,7.1,40,23,2.0,1.173913043478261,False,3,True,0.6896551724137931,0.12345679012345709,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",81,26,22,81,1881.0,225.0,12.6,40,23,2.025,1.1304347826086956,False,3,True,0.7068965517241379,0.09259259259259282,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",82,26,22,82,1881.0,251.0,10.2,40,23,2.05,1.1304347826086956,False,3,True,0.7241379310344828,0.09259259259259282,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",83,26,22,82,1881.0,277.0,10.1,40,23,2.075,1.1304347826086956,False,3,True,0.7413793103448276,0.09259259259259282,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",84,26,22,82,1881.0,303.0,10.9,40,23,2.1,1.1304347826086956,False,3,True,0.7586206896551724,0.09259259259259282,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",85,26,22,82,1881.0,329.0,10.7,40,23,2.125,1.1304347826086956,False,3,True,0.7758620689655172,0.09259259259259282,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",86,24,20,86,1859.0,205.0,12.5,40,23,2.15,1.0434782608695652,False,3,True,0.7931034482758621,0.030864197530864272,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",87,24,20,86,1859.0,229.0,11.9,40,23,2.175,1.0434782608695652,False,3,True,0.8103448275862069,0.030864197530864272,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",88,24,20,88,1856.0,256.0,12.0,40,23,2.2,1.0434782608695652,False,3,True,0.8275862068965517,0.030864197530864272,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",89,24,20,88,1856.0,280.0,9.2,40,23,2.225,1.0434782608695652,False,3,True,0.8448275862068966,0.030864197530864272,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",90,24,20,88,1856.0,304.0,8.6,40,23,2.25,1.0434782608695652,False,3,True,0.8620689655172413,0.030864197530864272,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",91,23,19,91,1830.0,263.0,9.7,40,23,2.275,1.0,False,3,True,0.8793103448275862,0.0,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",92,23,19,91,1830.0,286.0,8.7,40,23,2.3,1.0,False,3,True,0.896551724137931,0.0,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",93,23,19,91,1830.0,309.0,8.5,40,23,2.325,1.0,False,3,True,0.9137931034482759,0.0,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",94,23,19,91,1830.0,332.0,12.7,40,23,2.35,1.0,False,3,True,0.9310344827586207,0.0,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",95,23,19,91,1830.0,355.0,11.9,40,23,2.375,1.0,False,3,True,0.9482758620689655,0.0,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",96,23,19,91,1830.0,378.0,8.3,40,23,2.4,1.0,False,3,True,0.9655172413793104,0.0,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",97,23,19,91,1830.0,401.0,10.9,40,23,2.425,1.0,False,3,True,0.9827586206896551,0.0,40,98,23,55.39999999999992
greedy,"[[16,3,5]]",98,23,19,91,1830.0,424.0,10.8,40,23,2.45,1.0,False,3,True,1.0,0.0,40,98,23,55.39999999999992
greedy,"[[19,2,6]]",41,97,93,41,3873.0,104.0,119.2,41,27,1.0,3.5925925925925926,False,3,True,0.0,0.7608695652173914,41,98,27,119.0
greedy,"[[19,2,6]]",42,88,84,42,3617.0,79.0,67.2,41,27,1.024390243902439,3.259259259259259,False,3,True,0.017543859649122806,0.6630434782608695,41,98,27,119.0
greedy,"[[19,2,6]]",43,81,77,43,3394.0,89.0,74.4,41,27,1.048780487804878,3.0,False,3,True,0.03508771929824561,0.5869565217391305,41,98,27,119.0
greedy,"[[19,2,6]]",44,73,69,44,3127.0,85.0,66.2,41,27,1.0731707317073171,2.7037037037037037,False,3,True,0.05263157894736842,0.5,41,98,27,119.0
greedy,"[[19,2,6]]",45,69,65,45,2991.0,114.0,60.9,41,27,1.0975609756097562,2.5555555555555554,False,3,True,0.07017543859649122,0.45652173913043476,41,98,27,119.0
greedy,"[[19,2,6]]",46,67,63,46,2965.0,117.0,69.9,41,27,1.1219512195121952,2.4814814814814814,False,3,True,0.08771929824561403,0.43478260869565216,41,98,27,119.0
greedy,"[[19,2,6]]",47,64,60,47,2906.0,102.0,43.5,41,27,1.146341463414634,2.3703703703703702,False,3,True,0.10526315789473684,0.40217391304347827,41,98,27,119.0
greedy,"[[19,2,6]]",48,59,55,48,2726.0,106.0,39.2,41,27,1.170731707317073,2.185185185185185,False,3,True,0.12280701754385964,0.34782608695652173,41,98,27,119.0
greedy,"[[19,2,6]]",49,56,52,49,2649.0,95.0,29.0,41,27,1.1951219512195121,2.074074074074074,False,3,True,0.14035087719298245,0.31521739130434784,41,98,27,119.0
greedy,"[[19,2,6]]",50,54,50,50,2616.0,84.0,35.7,41,27,1.2195121951219512,2.0,False,3,True,0.15789473684210525,0.29347826086956524,41,98,27,119.0
greedy,"[[19,2,6]]",51,53,49,51,2551.0,152.0,23.4,41,27,1.2439024390243902,1.962962962962963,False,3,True,0.17543859649122806,0.2826086956521739,41,98,27,119.0
greedy,"[[19,2,6]]",52,51,47,52,2542.0,110.0,21.9,41,27,1.2682926829268293,1.8888888888888888,False,3,True,0.19298245614035087,0.2608695652173913,41,98,27,119.0
greedy,"[[19,2,6]]",53,49,45,53,2477.0,120.0,32.6,41,27,1.2926829268292683,1.8148148148148149,False,3,True,0.21052631578947367,0.2391304347826087,41,98,27,119.0
greedy,"[[19,2,6]]",54,47,43,54,2434.0,104.0,42.2,41,27,1.3170731707317074,1.7407407407407407,False,3,True,0.22807017543859648,0.21739130434782608,41,98,27,119.0
greedy,"[[19,2,6]]",55,46,42,55,2431.0,99.0,32.4,41,27,1.3414634146341464,1.7037037037037037,False,3,True,0.24561403508771928,0.20652173913043478,41,98,27,119.0
greedy,"[[19,2,6]]",56,46,42,55,2431.0,145.0,35.0,41,27,1.3658536585365855,1.7037037037037037,False,3,True,0.2631578947368421,0.20652173913043478,41,98,27,119.0
greedy,"[[19,2,6]]",57,43,39,57,2329.0,122.0,28.3,41,27,1.3902439024390243,1.5925925925925926,False,3,True,0.2807017543859649,0.17391304347826086,41,98,27,119.0
greedy,"[[19,2,6]]",58,43,39,57,2329.0,165.0,27.8,41,27,1.4146341463414633,1.5925925925925926,False,3,True,0.2982456140350877,0.17391304347826086,41,98,27,119.0
greedy,"[[19,2,6]]",59,43,39,57,2329.0,208.0,28.4,41,27,1.4390243902439024,1.5925925925925926,False,3,True,0.3157894736842105,0.17391304347826086,41,98,27,119.0
greedy,"[[19,2,6]]",60,42,38,60,2412.0,108.0,20.0,41,27,1.4634146341463414,1.5555555555555556,False,3,True,0.3333333333333333,0.16304347826086957,41,98,27,119.0
greedy,"[[19,2,6]]",61,42,38,61,2392.0,170.0,28.0,41,27,1.4878048780487805,1.5555555555555556,False,3,True,0.3508771929824561,0.16304347826086957,41,98,27,119.0
greedy,"[[19,2,6]]",62,40,36,62,2329.0,151.0,25.2,41,27,1.5121951219512195,1.4814814814814814,False,3,True,0.3684210526315789,0.14130434782608695,41,98,27,119.0
greedy,"[[19,2,6]]",63,40,36,62,2329.0,191.0,31.5,41,27,1.5365853658536586,1.4814814814814814,False,3,True,0.38596491228070173,0.14130434782608695,41,98,27,119.0
greedy,"[[19,2,6]]",64,39,35,64,2345.0,151.0,24.5,41,27,1.5609756097560976,1.4444444444444444,False,3,True,0.40350877192982454,0.13043478260869565,41,98,27,119.0
greedy,"[[19,2,6]]",65,39,35,64,2345.0,190.0,15.3,41,27,1.5853658536585367,1.4444444444444444,False,3,True,0.42105263157894735,0.13043478260869565,41,98,27,119.0
greedy,"[[19,2,6]]",66,38,34,66,2310.0,198.0,28.8,41,27,1.6097560975609757,1.4074074074074074,False,3,True,0.43859649122807015,0.11956521739130435,41,98,27,119.0
greedy,"[[19,2,6]]",67,38,34,66,2310.0,236.0,21.8,41,27,1.6341463414634145,1.4074074074074074,False,3,True,0.45614035087719296,0.11956521739130435,41,98,27,119.0
greedy,"[[19,2,6]]",68,37,33,68,2384.0,132.0,29.1,41,27,1.6585365853658536,1.3703703703703705,False,3,True,0.47368421052631576,0.10869565217391304,41,98,27,119.0
greedy,"[[19,2,6]]",69,36,32,69,2305.0,179.0,22.1,41,27,1.6829268292682926,1.3333333333333333,False,3,True,0.49122807017543857,0.09782608695652174,41,98,27,119.0
greedy,"[[19,2,6]]",70,35,31,70,2267.0,183.0,14.0,41,27,1.7073170731707317,1.2962962962962963,False,3,True,0.5087719298245614,0.08695652173913043,41,98,27,119.0
greedy,"[[19,2,6]]",71,35,31,70,2267.0,218.0,21.6,41,27,1.7317073170731707,1.2962962962962963,False,3,True,0.5263157894736842,0.08695652173913043,41,98,27,119.0
greedy,"[[19,2,6]]",72,34,30,72,2246.0,202.0,19.4,41,27,1.7560975609756098,1.2592592592592593,False,3,True,0.543859649122807,0.07608695652173914,41,98,27,119.0
greedy,"[[19,2,6]]",73,34,30,72,2246.0,236.0,19.3,41,27,1.7804878048780488,1.2592592592592593,False,3,True,0.5614035087719298,0.07608695652173914,41,98,27,119.0
greedy,"[[19,2,6]]",74,33,29,74,2257.0,185.0,13.2,41,27,1.8048780487804879,1.2222222222222223,False,3,True,0.5789473684210527,0.06521739130434782,41,98,27,119.0
greedy,"[[19,2,6]]",75,33,29,74,2257.0,218.0,28.2,41,27,1.829268292682927,1.2222222222222223,False,3,True,0.5964912280701754,0.06521739130434782,41,98,27,119.0
greedy,"[[19,2,6]]",76,33,29,74,2257.0,251.0,19.3,41,27,1.853658536585366,1.2222222222222223,False,3,True,0.6140350877192983,0.06521739130434782,41,98,27,119.0
greedy,"[[19,2,6]]",77,33,29,74,2257.0,284.0,26.1,41,27,1.8780487804878048,1.2222222222222223,False,3,True,0.631578947368421,0.06521739130434782,41,98,27,119.0
greedy,"[[19,2,6]]",78,33,29,74,2257.0,317.0,12.6,41,27,1.9024390243902438,1.2222222222222223,False,3,True,0.6491228070175439,0.06521739130434782,41,98,27,119.0
greedy,"[[19,2,6]]",79,32,28,79,2314.0,214.0,12.4,41,27,1.9268292682926829,1.1851851851851851,False,3,True,0.6666666666666666,0.05434782608695652,41,98,27,119.0
greedy,"[[19,2,6]]",80,32,28,79,2314.0,246.0,12.3,41,27,1.951219512195122,1.1851851851851851,False,3,True,0.6842105263157895,0.05434782608695652,41,98,27,119.0
greedy,"[[19,2,6]]",81,32,28,79,2314.0,278.0,17.6,41,27,1.975609756097561,1.1851851851851851,False,3,True,0.7017543859649122,0.05434782608695652,41,98,27,119.0
greedy,"[[19,2,6]]",82,31,27,82,2322.0,220.0,16.7,41,27,2.0,1.1481481481481481,False,3,True,0.7192982456140351,0.043478260869565216,41,98,27,119.0
greedy,"[[19,2,6]]",83,30,26,83,2303.0,187.0,22.7,41,27,2.024390243902439,1.1111111111111112,False,3,True,0.7368421052631579,0.03260869565217391,41,98,27,119.0
greedy,"[[19,2,6]]",84,30,26,83,2303.0,217.0,11.3,41,27,2.048780487804878,1.1111111111111112,False,3,True,0.7543859649122807,0.03260869565217391,41,98,27,119.0
greedy,"[[19,2,6]]",85,30,26,83,2303.0,247.0,21.0,41,27,2.073170731707317,1.1111111111111112,False,3,True,0.7719298245614035,0.03260869565217391,41,98,27,119.0
greedy,"[[19,2,6]]",86,29,25,86,2284.0,210.0,20.6,41,27,2.097560975609756,1.0740740740740742,False,3,True,0.7894736842105263,0.021739130434782608,41,98,27,119.0
greedy,"[[19,2,6]]",87,29,25,86,2284.0,239.0,17.2,41,27,2.1219512195121952,1.0740740740740742,False,3,True,0.8070175438596491,0.021739130434782608,41,98,27,119.0
greedy,"[[19,2,6]]",88,29,25,86,2284.0,268.0,11.0,41,27,2.1463414634146343,1.0740740740740742,False,3,True,0.8245614035087719,0.021739130434782608,41,98,27,119.0
greedy,"[[19,2,6]]",89,29,25,86,2284.0,297.0,15.9,41,27,2.1707317073170733,1.0740740740740742,False,3,True,0.8421052631578947,0.021739130434782608,41,98,27,119.0
greedy,"[[19,2,6]]",90,29,25,86,2284.0,326.0,16.4,41,27,2.1951219512195124,1.0740740740740742,False,3,True,0.8596491228070176,0.021739130434782608,41,98,27,119.0
greedy,"[[19,2,6]]",91,29,25,86,2284.0,355.0,14.7,41,27,2.2195121951219514,1.0740740740740742,False,3,True,0.8771929824561403,0.021739130434782608,41,98,27,119.0
greedy,"[[19,2,6]]",92,28,24,92,2285.0,291.0,9.8,41,27,2.2439024390243905,1.037037037037037,False,3,True,0.8947368421052632,0.010869565217391304,41,98,27,119.0
greedy,"[[19,2,6]]",93,28,24,92,2285.0,319.0,15.3,41,27,2.268292682926829,1.037037037037037,False,3,True,0.9122807017543859,0.010869565217391304,41,98,27,119.0
greedy,"[[19,2,6]]",94,28,24,92,2285.0,347.0,9.7,41,27,2.292682926829268,1.037037037037037,False,3,True,0.9298245614035088,0.010869565217391304,41,98,27,119.0
greedy,"[[19,2,6]]",95,27,23,95,2272.0,293.0,9.5,41,27,2.317073170731707,1.0,False,3,True,0.9473684210526315,0.0,41,98,27,119.0
greedy,"[[19,2,6]]",96,27,23,95,2272.0,320.0,9.6,41,27,2.341463414634146,1.0,False,3,True,0.9649122807017544,0.0,41,98,27,119.0
greedy,"[[19,2,6]]",97,27,23,95,2272.0,347.0,14.2,41,27,2.3658536585365852,1.0,False,3,True,0.9824561403508771,0.0,41,98,27,119.0
greedy,"[[19,2,6]]",98,27,23,95,2272.0,374.0,12.3,41,27,2.3902439024390243,1.0,False,3,True,1.0,0.0,41,98,27,119.0
annealed,"[[21,2,6]]",43,97,93,43,4100.0,71.0,103.6,43,28,1.0,3.4642857142857144,False,3,True,0.0,0.5830164765525971,43,98,28,146.35000000000022
annealed,"[[21,2,6]]",44,97,93,43,4100.0,168.0,48.1,43,28,1.0232558139534884,3.4642857142857144,False,3,True,0.01818181818181818,0.5830164765525971,43,98,28,146.35000000000022
annealed,"[[21,2,6]]",45,97,93,43,4100.0,265.0,46.8,43,28,1.0465116279069768,3.4642857142857144,False,3,True,0.03636363636363636,0.5830164765525971,43,98,28,146.35000000000022
annealed,"[[21,2,6]]",46,97,93,43,4100.0,362.0,46.1,43,28,1.069767441860465,3.4642857142857144,False,3,True,0.05454545454545454,0.5830164765525971,43,98,28,146.35000000000022
annealed,"[[21,2,6]]",47,94,90,47,4255.0,163.0,45.7,43,28,1.0930232558139534,3.357142857142857,False,3,True,0.07272727272727272,0.5576679340937886,43,98,28,146.35000000000022
annealed,"[[21,2,6]]",48,92,88,48,4245.0,171.0,45.5,43,28,1.1162790697674418,3.2857142857142856,False,3,True,0.09090909090909091,0.5407689057879161,43,98,28,146.35000000000022
