q,columns,layers,qubits,volume,idle,sec,family,method,label_raw,n_labels,q_col,excel_row,n_filled,block_key,instance,idle_true,footprint,util
68,46,43,67,2847,281,38.8,code,annealed,"[[16,3,5]]",1,28,31,7,40,"[[16,3,5]]",235,3082,0.9237508111615834
69,46,43,67,2847,327,39.0,code,annealed,"[[16,3,5]]",1,28,32,7,40,"[[16,3,5]]",235,3082,0.9237508111615834
70,45,41,70,2859,291,38.7,code,annealed,"[[16,3,5]]",1,28,33,7,40,"[[16,3,5]]",291,3150,0.9076190476190477
71,44,40,71,2862,262,38.4,code,annealed,"[[16,3,5]]",1,28,34,7,40,"[[16,3,5]]",262,3124,0.9161331626120358
72,44,40,71,2862,306,38.9,code,annealed,"[[16,3,5]]",1,28,35,7,40,"[[16,3,5]]",262,3124,0.9161331626120358
73,44,40,71,2862,350,38.6,code,annealed,"[[16,3,5]]",1,28,36,7,40,"[[16,3,5]]",262,3124,0.9161331626120358
74,44,40,71,2862,394,38.9,code,annealed,"[[16,3,5]]",1,28,37,7,40,"[[16,3,5]]",262,3124,0.9161331626120358
75,44,40,71,2862,438,39.5,code,annealed,"[[16,3,5]]",1,28,38,7,40,"[[16,3,5]]",262,3124,0.9161331626120358
76,41,37,76,2818,298,38.6,code,annealed,"[[16,3,5]]",1,28,39,7,40,"[[16,3,5]]",298,3116,0.9043645699614891
77,41,37,76,2818,339,38.8,code,annealed,"[[16,3,5]]",1,28,40,7,40,"[[16,3,5]]",298,3116,0.9043645699614891
78,41,37,76,2818,380,41.0,code,annealed,"[[16,3,5]]",1,28,41,7,40,"[[16,3,5]]",298,3116,0.9043645699614891
79,41,37,76,2818,421,38.7,code,annealed,"[[16,3,5]]",1,28,42,7,40,"[[16,3,5]]",298,3116,0.9043645699614891
80,38,34,80,2804,236,38.0,code,annealed,"[[16,3,5]]",1,28,43,7,40,"[[16,3,5]]",236,3040,0.9223684210526316
81,38,34,80,2804,274,37.8,code,annealed,"[[16,3,5]]",1,28,44,7,40,"[[16,3,5]]",236,3040,0.9223684210526316
82,38,34,80,2804,312,38.1,code,annealed,"[[16,3,5]]",1,28,45,7,40,"[[16,3,5]]",236,3040,0.9223684210526316
83,38,34,80,2804,350,38.1,code,annealed,"[[16,3,5]]",1,28,46,7,40,"[[16,3,5]]",236,3040,0.9223684210526316
84,38,34,80,2804,388,38.2,code,annealed,"[[16,3,5]]",1,28,47,7,40,"[[16,3,5]]",236,3040,0.9223684210526316
85,38,34,80,2804,426,38.7,code,annealed,"[[16,3,5]]",1,28,48,7,40,"[[16,3,5]]",236,3040,0.9223684210526316
86,38,34,80,2804,464,38.2,code,annealed,"[[16,3,5]]",1,28,49,7,40,"[[16,3,5]]",236,3040,0.9223684210526316
87,38,34,80,2804,502,37.9,code,annealed,"[[16,3,5]]",1,28,50,7,40,"[[16,3,5]]",236,3040,0.9223684210526316
88,38,34,80,2804,540,38.2,code,annealed,"[[16,3,5]]",1,28,51,7,40,"[[16,3,5]]",236,3040,0.9223684210526316
89,38,34,80,2804,578,38.2,code,annealed,"[[16,3,5]]",1,28,52,7,40,"[[16,3,5]]",236,3040,0.9223684210526316
90,38,34,80,2804,616,37.9,code,annealed,"[[16,3,5]]",1,28,53,7,40,"[[16,3,5]]",236,3040,0.9223684210526316
91,38,34,80,2804,654,40.1,code,annealed,"[[16,3,5]]",1,28,54,7,40,"[[16,3,5]]",236,3040,0.9223684210526316
92,38,34,80,2804,692,39.3,code,annealed,"[[16,3,5]]",1,28,55,7,40,"[[16,3,5]]",236,3040,0.9223684210526316
93,36,33,93,3007,341,39.4,code,annealed,"[[16,3,5]]",1,28,56,7,40,"[[16,3,5]]",341,3348,0.8981481481481481
94,36,33,93,3007,377,37.9,code,annealed,"[[16,3,5]]",1,28,57,7,40,"[[16,3,5]]",341,3348,0.8981481481481481
95,35,31,95,2903,422,37.8,code,annealed,"[[16,3,5]]",1,28,58,7,40,"[[16,3,5]]",422,3325,0.8730827067669172
96,35,31,95,2903,457,38.0,code,annealed,"[[16,3,5]]",1,28,59,7,40,"[[16,3,5]]",422,3325,0.8730827067669172
97,35,31,95,2903,492,37.7,code,annealed,"[[16,3,5]]",1,28,60,7,40,"[[16,3,5]]",422,3325,0.8730827067669172
98,35,31,95,2903,527,38.1,code,annealed,"[[16,3,5]]",1,28,61,7,40,"[[16,3,5]]",422,3325,0.8730827067669172
39,105,101,39,3997,98,116.3,code,annealed,"[[17,2,6]]",1,19,3,7,39,"[[17,2,6]]",98,4095,0.976068376068376
40,105,101,39,3997,203,46.7,code,annealed,"[[17,2,6]]",1,19,4,7,39,"[[17,2,6]]",98,4095,0.976068376068376
41,105,101,39,3997,308,45.9,code,annealed,"[[17,2,6]]",1,19,5,7,39,"[[17,2,6]]",98,4095,0.976068376068376
42,105,101,39,3997,413,45.7,code,annealed,"[[17,2,6]]",1,19,6,7,39,"[[17,2,6]]",98,4095,0.976068376068376
43,100,96,43,4118,182,45.8,code,annealed,"[[17,2,6]]",1,19,7,7,39,"[[17,2,6]]",182,4300,0.9576744186046512
44,90,86,44,3790,170,44.7,code,annealed,"[[17,2,6]]",1,19,8,7,39,"[[17,2,6]]",170,3960,0.9570707070707071
45,90,86,44,3790,260,46.0,code,annealed,"[[17,2,6]]",1,19,9,7,39,"[[17,2,6]]",170,3960,0.9570707070707071
46,87,84,46,3825,177,45.0,code,annealed,"[[17,2,6]]",1,19,10,7,39,"[[17,2,6]]",177,4002,0.9557721139430285
47,84,81,47,3741,207,44.8,code,annealed,"[[17,2,6]]",1,19,11,7,39,"[[17,2,6]]",207,3948,0.9475683890577508
48,81,78,48,3734,154,44.3,code,annealed,"[[17,2,6]]",1,19,12,7,39,"[[17,2,6]]",154,3888,0.9603909465020576
49,79,76,49,3656,215,43.7,code,annealed,"[[17,2,6]]",1,19,13,7,39,"[[17,2,6]]",215,3871,0.9444587961766985
50,75,71,50,3531,219,44.2,code,annealed,"[[17,2,6]]",1,19,14,7,39,"[[17,2,6]]",219,3750,0.9416
51,75,71,50,3531,294,44.2,code,annealed,"[[17,2,6]]",1,19,15,7,39,"[[17,2,6]]",219,3750,0.9416
52,73,70,52,3570,226,43.8,code,annealed,"[[17,2,6]]",1,19,16,7,39,"[[17,2,6]]",226,3796,0.940463645943098
53,69,65,53,3431,226,44.1,code,annealed,"[[17,2,6]]",1,19,17,7,39,"[[17,2,6]]",226,3657,0.9382007109652721
54,67,64,54,3405,213,43.5,code,annealed,"[[17,2,6]]",1,19,18,7,39,"[[17,2,6]]",213,3618,0.9411276948590381
55,65,61,55,3370,205,43.8,code,annealed,"[[17,2,6]]",1,19,19,7,39,"[[17,2,6]]",205,3575,0.9426573426573427
56,64,60,56,3379,205,43.5,code,annealed,"[[17,2,6]]",1,19,20,7,39,"[[17,2,6]]",205,3584,0.9428013392857143
57,63,59,57,3356,235,43.6,code,annealed,"[[17,2,6]]",1,19,21,7,39,"[[17,2,6]]",235,3591,0.934558618769145
58,63,59,57,3356,298,43.7,code,annealed,"[[17,2,6]]",1,19,22,7,39,"[[17,2,6]]",235,3591,0.934558618769145
59,59,55,59,3230,251,48.6,code,annealed,"[[17,2,6]]",1,19,23,7,39,"[[17,2,6]]",251,3481,0.9278942832519391
60,58,54,60,3257,223,46.6,code,annealed,"[[17,2,6]]",1,19,24,7,39,"[[17,2,6]]",223,3480,0.9359195402298851
61,58,54,60,3257,281,47.5,code,annealed,"[[17,2,6]]",1,19,25,7,39,"[[17,2,6]]",223,3480,0.9359195402298851
62,58,54,60,3257,339,46.3,code,annealed,"[[17,2,6]]",1,19,26,7,39,"[[17,2,6]]",223,3480,0.9359195402298851
63,58,54,60,3257,397,44.8,code,annealed,"[[17,2,6]]",1,19,27,7,39,"[[17,2,6]]",223,3480,0.9359195402298851
64,58,54,60,3257,455,44.8,code,annealed,"[[17,2,6]]",1,19,28,7,39,"[[17,2,6]]",223,3480,0.9359195402298851
65,58,54,60,3257,513,44.2,code,annealed,"[[17,2,6]]",1,19,29,7,39,"[[17,2,6]]",223,3480,0.9359195402298851
66,58,54,60,3257,571,45.4,code,annealed,"[[17,2,6]]",1,19,30,7,39,"[[17,2,6]]",223,3480,0.9359195402298851
67,56,52,67,3458,294,44.3,code,annealed,"[[17,2,6]]",1,19,31,7,39,"[[17,2,6]]",294,3752,0.9216417910447762
68,55,51,68,3407,333,44.4,code,annealed,"[[17,2,6]]",1,19,32,7,39,"[[17,2,6]]",333,3740,0.9109625668449198
69,53,49,69,3362,295,44.9,code,annealed,"[[17,2,6]]",1,19,33,7,39,"[[17,2,6]]",295,3657,0.9193327864369701
70,53,49,69,3362,348,45.2,code,annealed,"[[17,2,6]]",1,19,34,7,39,"[[17,2,6]]",295,3657,0.9193327864369701
71,53,49,69,3362,401,45.0,code,annealed,"[[17,2,6]]",1,19,35,7,39,"[[17,2,6]]",295,3657,0.9193327864369701
72,51,47,71,3402,270,45.8,code,annealed,"[[17,2,6]]",1,19,36,7,39,"[[17,2,6]]",219,3621,0.9395194697597349
73,51,47,71,3402,321,46.9,code,annealed,"[[17,2,6]]",1,19,37,7,39,"[[17,2,6]]",219,3621,0.9395194697597349
74,50,46,74,3401,299,44.8,code,annealed,"[[17,2,6]]",1,19,38,7,39,"[[17,2,6]]",299,3700,0.9191891891891892
75,50,46,74,3401,349,44.8,code,annealed,"[[17,2,6]]",1,19,39,7,39,"[[17,2,6]]",299,3700,0.9191891891891892
76,50,46,74,3401,399,44.7,code,annealed,"[[17,2,6]]",1,19,40,7,39,"[[17,2,6]]",299,3700,0.9191891891891892
77,47,43,77,3321,298,46.6,code,annealed,"[[17,2,6]]",1,19,41,7,39,"[[17,2,6]]",298,3619,0.9176568112738326
78,47,43,77,3321,345,45.8,code,annealed,"[[17,2,6]]",1,19,42,7,39,"[[17,2,6]]",298,3619,0.9176568112738326
79,47,43,77,3321,392,44.7,code,annealed,"[[17,2,6]]",1,19,43,7,39,"[[17,2,6]]",298,3619,0.9176568112738326
80,47,43,77,3321,439,46.2,code,annealed,"[[17,2,6]]",1,19,44,7,39,"[[17,2,6]]",298,3619,0.9176568112738326
81,47,43,77,3321,486,46.4,code,annealed,"[[17,2,6]]",1,19,45,7,39,"[[17,2,6]]",298,3619,0.9176568112738326
82,47,43,77,3321,533,45.9,code,annealed,"[[17,2,6]]",1,19,46,7,39,"[[17,2,6]]",298,3619,0.9176568112738326
83,47,43,77,3321,580,45.0,code,annealed,"[[17,2,6]]",1,19,47,7,39,"[[17,2,6]]",298,3619,0.9176568112738326
84,47,43,77,3321,627,46.1,code,annealed,"[[17,2,6]]",1,19,48,7,39,"[[17,2,6]]",298,3619,0.9176568112738326
85,46,42,85,3648,262,44.5,code,annealed,"[[17,2,6]]",1,19,49,7,39,"[[17,2,6]]",262,3910,0.9329923273657289
86,46,42,85,3648,308,46.4,code,annealed,"[[17,2,6]]",1,19,50,7,39,"[[17,2,6]]",262,3910,0.9329923273657289
87,46,42,85,3648,354,45.0,code,annealed,"[[17,2,6]]",1,19,51,7,39,"[[17,2,6]]",262,3910,0.9329923273657289
88,43,40,88,3489,295,45.5,code,annealed,"[[17,2,6]]",1,19,52,7,39,"[[17,2,6]]",295,3784,0.9220401691331924
89,43,40,88,3489,338,46.7,code,annealed,"[[17,2,6]]",1,19,53,7,39,"[[17,2,6]]",295,3784,0.9220401691331924
90,43,40,88,3489,381,45.5,code,annealed,"[[17,2,6]]",1,19,54,7,39,"[[17,2,6]]",295,3784,0.9220401691331924
91,43,40,88,3489,424,45.8,code,annealed,"[[17,2,6]]",1,19,55,7,39,"[[17,2,6]]",295,3784,0.9220401691331924
92,42,38,92,3575,289,46.7,code,annealed,"[[17,2,6]]",1,19,56,7,39,"[[17,2,6]]",289,3864,0.9252070393374742
93,42,38,92,3575,331,45.5,code,annealed,"[[17,2,6]]",1,19,57,7,39,"[[17,2,6]]",289,3864,0.9252070393374742
94,42,38,92,3575,373,46.1,code,annealed,"[[17,2,6]]",1,19,58,7,39,"[[17,2,6]]",289,3864,0.9252070393374742
95,42,38,92,3575,415,45.8,code,annealed,"[[17,2,6]]",1,19,59,7,39,"[[17,2,6]]",289,3864,0.9252070393374742
96,42,38,92,3575,457,46.7,code,annealed,"[[17,2,6]]",1,19,60,7,39,"[[17,2,6]]",289,3864,0.9252070393374742
97,42,38,92,3575,499,45.5,code,annealed,"[[17,2,6]]",1,19,61,7,39,"[[17,2,6]]",289,3864,0.9252070393374742
98,41,37,98,3695,323,45.8,code,annealed,"[[17,2,6]]",1,19,62,7,39,"[[17,2,6]]",323,4018,0.9196117471378795
41,97,93,41,3873,104,157.0,code,annealed,"[[19,2,6]]",1,37,3,7,41,"[[19,2,6]]",104,3977,0.9738496354035705
42,97,93,41,3873,201,47.0,code,annealed,"[[19,2,6]]",1,37,4,7,41,"[[19,2,6]]",104,3977,0.9738496354035705
43,97,93,41,3873,298,46.4,code,annealed,"[[19,2,6]]",1,37,5,7,41,"[[19,2,6]]",104,3977,0.9738496354035705
44,97,93,41,3873,395,46.8,code,annealed,"[[19,2,6]]",1,37,6,7,41,"[[19,2,6]]",104,3977,0.9738496354035705
45,90,86,45,3885,165,46.5,code,annealed,"[[19,2,6]]",1,37,7,7,41,"[[19,2,6]]",165,4050,0.9592592592592593
46,88,84,46,3882,166,47.6,code,annealed,"[[19,2,6]]",1,37,8,7,41,"[[19,2,6]]",166,4048,0.95899209486166
47,88,84,46,3882,254,46.0,code,annealed,"[[19,2,6]]",1,37,9,7,41,"[[19,2,6]]",166,4048,0.95899209486166
48,82,78,48,3777,159,46.3,code,annealed,"[[19,2,6]]",1,37,10,7,41,"[[19,2,6]]",159,3936,0.9596036585365854
49,80,77,49,3729,191,46.0,code,annealed,"[[19,2,6]]",1,37,11,7,41,"[[19,2,6]]",191,3920,0.9512755102040816
50,78,74,50,3681,219,45.0,code,annealed,"[[19,2,6]]",1,37,12,7,41,"[[19,2,6]]",219,3900,0.9438461538461539
51,74,71,51,3570,204,45.0,code,annealed,"[[19,2,6]]",1,37,13,7,41,"[[19,2,6]]",204,3774,0.9459459459459459
52,74,71,51,3570,278,44.5,code,annealed,"[[19,2,6]]",1,37,14,7,41,"[[19,2,6]]",204,3774,0.9459459459459459
53,72,68,53,3625,191,44.6,code,annealed,"[[19,2,6]]",1,37,15,7,41,"[[19,2,6]]",191,3816,0.9499475890985325
54,71,67,54,3601,233,44.6,code,annealed,"[[19,2,6]]",1,37,16,7,41,"[[19,2,6]]",233,3834,0.9392279603547209
55,70,67,55,3652,198,44.9,code,annealed,"[[19,2,6]]",1,37,17,7,41,"[[19,2,6]]",198,3850,0.9485714285714286
56,69,66,56,3632,232,44.7,code,annealed,"[[19,2,6]]",1,37,18,7,41,"[[19,2,6]]",232,3864,0.9399585921325052
57,67,63,57,3573,246,44.4,code,annealed,"[[19,2,6]]",1,37,19,7,41,"[[19,2,6]]",246,3819,0.9355852317360566
58,65,62,58,3566,204,44.4,code,annealed,"[[19,2,6]]",1,37,20,7,41,"[[19,2,6]]",204,3770,0.9458885941644563
59,63,59,59,3506,211,44.3,code,annealed,"[[19,2,6]]",1,37,21,7,41,"[[19,2,6]]",211,3717,0.9432337906914178
60,63,59,59,3506,274,44.5,code,annealed,"[[19,2,6]]",1,37,22,7,41,"[[19,2,6]]",211,3717,0.9432337906914178
61,63,59,59,3506,337,44.5,code,annealed,"[[19,2,6]]",1,37,23,7,41,"[[19,2,6]]",211,3717,0.9432337906914178
62,60,56,62,3513,207,44.2,code,annealed,"[[19,2,6]]",1,37,24,7,41,"[[19,2,6]]",207,3720,0.9443548387096774
63,60,56,62,3513,267,44.3,code,annealed,"[[19,2,6]]",1,37,25,7,41,"[[19,2,6]]",207,3720,0.9443548387096774
64,58,54,64,3499,213,44.3,code,annealed,"[[19,2,6]]",1,37,26,7,41,"[[19,2,6]]",213,3712,0.9426185344827587
65,58,54,64,3499,271,44.0,code,annealed,"[[19,2,6]]",1,37,27,7,41,"[[19,2,6]]",213,3712,0.9426185344827587
66,58,54,64,3499,329,44.3,code,annealed,"[[19,2,6]]",1,37,28,7,41,"[[19,2,6]]",213,3712,0.9426185344827587
67,58,54,64,3499,387,45.8,code,annealed,"[[19,2,6]]",1,37,29,7,41,"[[19,2,6]]",213,3712,0.9426185344827587
68,58,54,64,3499,445,44.2,code,annealed,"[[19,2,6]]",1,37,30,7,41,"[[19,2,6]]",213,3712,0.9426185344827587
69,55,52,69,3460,335,44.4,code,annealed,"[[19,2,6]]",1,37,31,7,41,"[[19,2,6]]",335,3795,0.9117259552042161
70,55,52,69,3460,390,44.2,code,annealed,"[[19,2,6]]",1,37,32,7,41,"[[19,2,6]]",335,3795,0.9117259552042161
71,55,52,69,3460,445,44.0,code,annealed,"[[19,2,6]]",1,37,33,7,41,"[[19,2,6]]",335,3795,0.9117259552042161
72,55,52,69,3460,500,44.4,code,annealed,"[[19,2,6]]",1,37,34,7,41,"[[19,2,6]]",335,3795,0.9117259552042161
73,54,50,73,3621,321,44.1,code,annealed,"[[19,2,6]]",1,37,35,7,41,"[[19,2,6]]",321,3942,0.9185692541856926
74,54,50,73,3621,375,44.2,code,annealed,"[[19,2,6]]",1,37,36,7,41,"[[19,2,6]]",321,3942,0.9185692541856926
75,52,48,75,3638,262,44.1,code,annealed,"[[19,2,6]]",1,37,37,7,41,"[[19,2,6]]",262,3900,0.9328205128205128
76,52,48,75,3638,314,44.2,code,annealed,"[[19,2,6]]",1,37,38,7,41,"[[19,2,6]]",262,3900,0.9328205128205128
77,52,48,75,3638,366,44.2,code,annealed,"[[19,2,6]]",1,37,39,7,41,"[[19,2,6]]",262,3900,0.9328205128205128
78,48,44,78,3477,267,43.9,code,annealed,"[[19,2,6]]",1,37,40,7,41,"[[19,2,6]]",267,3744,0.9286858974358975
79,48,44,78,3477,315,44.0,code,annealed,"[[19,2,6]]",1,37,41,7,41,"[[19,2,6]]",267,3744,0.9286858974358975
80,48,44,78,3477,363,43.9,code,annealed,"[[19,2,6]]",1,37,42,7,41,"[[19,2,6]]",267,3744,0.9286858974358975
81,48,44,78,3477,411,43.9,code,annealed,"[[19,2,6]]",1,37,43,7,41,"[[19,2,6]]",267,3744,0.9286858974358975
82,48,44,78,3477,459,44.3,code,annealed,"[[19,2,6]]",1,37,44,7,41,"[[19,2,6]]",267,3744,0.9286858974358975
83,48,44,78,3477,507,43.8,code,annealed,"[[19,2,6]]",1,37,45,7,41,"[[19,2,6]]",267,3744,0.9286858974358975
84,46,42,84,3614,250,43.6,code,annealed,"[[19,2,6]]",1,37,46,7,41,"[[19,2,6]]",250,3864,0.9353002070393375
85,46,42,84,3614,296,44.1,code,annealed,"[[19,2,6]]",1,37,47,7,41,"[[19,2,6]]",250,3864,0.9353002070393375
86,46,42,84,3614,342,43.9,code,annealed,"[[19,2,6]]",1,37,48,7,41,"[[19,2,6]]",250,3864,0.9353002070393375
87,45,41,87,3608,307,44.9,code,annealed,"[[19,2,6]]",1,37,49,7,41,"[[19,2,6]]",307,3915,0.9215836526181354
88,45,41,87,3608,352,44.2,code,annealed,"[[19,2,6]]",1,37,50,7,41,"[[19,2,6]]",307,3915,0.9215836526181354
89,45,41,87,3608,397,44.0,code,annealed,"[[19,2,6]]",1,37,51,7,41,"[[19,2,6]]",307,3915,0.9215836526181354
90,44,40,90,3610,350,44.0,code,annealed,"[[19,2,6]]",1,37,52,7,41,"[[19,2,6]]",350,3960,0.9116161616161617
91,44,40,90,3610,394,44.4,code,annealed,"[[19,2,6]]",1,37,53,7,41,"[[19,2,6]]",350,3960,0.9116161616161617
92,44,40,90,3610,438,44.1,code,annealed,"[[19,2,6]]",1,37,54,7,41,"[[19,2,6]]",350,3960,0.9116161616161617
93,43,40,93,3633,366,43.9,code,annealed,"[[19,2,6]]",1,37,55,7,41,"[[19,2,6]]",366,3999,0.90847711927982
94,43,40,93,3633,409,44.1,code,annealed,"[[19,2,6]]",1,37,56,7,41,"[[19,2,6]]",366,3999,0.90847711927982
95,43,40,93,3633,452,43.8,code,annealed,"[[19,2,6]]",1,37,57,7,41,"[[19,2,6]]",366,3999,0.90847711927982
96,43,40,93,3633,495,43.9,code,annealed,"[[19,2,6]]",1,37,58,7,41,"[[19,2,6]]",366,3999,0.90847711927982
97,43,40,93,3633,538,44.1,code,annealed,"[[19,2,6]]",1,37,59,7,41,"[[19,2,6]]",366,3999,0.90847711927982
98,43,40,93,3633,581,43.8,code,annealed,"[[19,2,6]]",1,37,60,7,41,"[[19,2,6]]",366,3999,0.90847711927982
45,85,81,45,3704,121,93.8,code,annealed,"[[20,2,6]]",1,10,3,7,45,"[[20,2,6]]",121,3825,0.9683660130718954
46,84,80,46,3676,188,46.5,code,annealed,"[[20,2,6]]",1,10,4,7,45,"[[20,2,6]]",188,3864,0.9513457556935818
47,84,80,46,3676,272,47.1,code,annealed,"[[20,2,6]]",1,10,5,7,45,"[[20,2,6]]",188,3864,0.9513457556935818
48,84,80,46,3676,356,45.7,code,annealed,"[[20,2,6]]",1,10,6,7,45,"[[20,2,6]]",188,3864,0.9513457556935818
49,84,80,46,3676,440,45.2,code,annealed,"[[20,2,6]]",1,10,7,7,45,"[[20,2,6]]",188,3864,0.9513457556935818
50,82,78,50,3941,159,45.0,code,annealed,"[[20,2,6]]",1,10,8,7,45,"[[20,2,6]]",159,4100,0.9612195121951219
51,82,78,50,3941,241,46.0,code,annealed,"[[20,2,6]]",1,10,9,7,45,"[[20,2,6]]",159,4100,0.9612195121951219
52,77,73,52,3777,227,45.9,code,annealed,"[[20,2,6]]",1,10,10,7,45,"[[20,2,6]]",227,4004,0.9433066933066933
53,77,73,52,3777,304,45.4,code,annealed,"[[20,2,6]]",1,10,11,7,45,"[[20,2,6]]",227,4004,0.9433066933066933
54,77,73,52,3777,381,44.5,code,annealed,"[[20,2,6]]",1,10,12,7,45,"[[20,2,6]]",227,4004,0.9433066933066933
55,73,69,55,3765,250,45.3,code,annealed,"[[20,2,6]]",1,10,13,7,45,"[[20,2,6]]",250,4015,0.937733499377335
56,72,68,56,3792,240,46.4,code,annealed,"[[20,2,6]]",1,10,14,7,45,"[[20,2,6]]",240,4032,0.9404761904761905
57,72,68,56,3788,316,46.8,code,annealed,"[[20,2,6]]",1,10,15,7,45,"[[20,2,6]]",244,4032,0.939484126984127
58,64,61,58,3540,172,46.9,code,annealed,"[[20,2,6]]",1,10,16,7,45,"[[20,2,6]]",172,3712,0.9536637931034483
59,64,61,58,3540,236,45.6,code,annealed,"[[20,2,6]]",1,10,17,7,45,"[[20,2,6]]",172,3712,0.9536637931034483
60,64,61,58,3540,300,46.3,code,annealed,"[[20,2,6]]",1,10,18,7,45,"[[20,2,6]]",172,3712,0.9536637931034483
61,64,61,58,3540,364,45.5,code,annealed,"[[20,2,6]]",1,10,19,7,45,"[[20,2,6]]",172,3712,0.9536637931034483
62,64,61,58,3540,428,46.6,code,annealed,"[[20,2,6]]",1,10,20,7,45,"[[20,2,6]]",172,3712,0.9536637931034483
63,64,61,58,3540,492,45.6,code,annealed,"[[20,2,6]]",1,10,21,7,45,"[[20,2,6]]",172,3712,0.9536637931034483
64,63,59,64,3760,272,45.8,code,annealed,"[[20,2,6]]",1,10,22,7,45,"[[20,2,6]]",272,4032,0.9325396825396826
65,63,59,64,3760,335,46.3,code,annealed,"[[20,2,6]]",1,10,23,7,45,"[[20,2,6]]",272,4032,0.9325396825396826
66,61,58,66,3831,195,49.9,code,annealed,"[[20,2,6]]",1,10,24,7,45,"[[20,2,6]]",195,4026,0.9515648286140089
67,57,53,67,3578,241,45.0,code,annealed,"[[20,2,6]]",1,10,25,7,45,"[[20,2,6]]",241,3819,0.9368944749934538
68,57,53,67,3578,298,45.5,code,annealed,"[[20,2,6]]",1,10,26,7,45,"[[20,2,6]]",241,3819,0.9368944749934538
69,57,53,67,3578,355,46.5,code,annealed,"[[20,2,6]]",1,10,27,7,45,"[[20,2,6]]",241,3819,0.9368944749934538
70,55,51,70,3577,273,46.2,code,annealed,"[[20,2,6]]",1,10,28,7,45,"[[20,2,6]]",273,3850,0.9290909090909091
71,55,51,70,3577,328,51.7,code,annealed,"[[20,2,6]]",1,10,29,7,45,"[[20,2,6]]",273,3850,0.9290909090909091
72,55,51,70,3577,383,69.9,code,annealed,"[[20,2,6]]",1,10,30,7,45,"[[20,2,6]]",273,3850,0.9290909090909091
73,55,51,70,3577,438,54.6,code,annealed,"[[20,2,6]]",1,10,31,7,45,"[[20,2,6]]",273,3850,0.9290909090909091
74,55,51,70,3577,493,45.1,code,annealed,"[[20,2,6]]",1,10,32,7,45,"[[20,2,6]]",273,3850,0.9290909090909091
75,55,51,70,3577,548,45.7,code,annealed,"[[20,2,6]]",1,10,33,7,45,"[[20,2,6]]",273,3850,0.9290909090909091
76,53,49,76,3714,314,45.0,code,annealed,"[[20,2,6]]",1,10,34,7,45,"[[20,2,6]]",314,4028,0.9220456802383317
77,52,48,77,3688,316,51.6,code,annealed,"[[20,2,6]]",1,10,35,7,45,"[[20,2,6]]",316,4004,0.9210789210789211
78,52,48,77,3688,368,46.7,code,annealed,"[[20,2,6]]",1,10,36,7,45,"[[20,2,6]]",316,4004,0.9210789210789211
79,48,44,79,3489,303,52.2,code,annealed,"[[20,2,6]]",1,10,37,7,45,"[[20,2,6]]",303,3792,0.9200949367088608
80,48,44,79,3489,351,46.9,code,annealed,"[[20,2,6]]",1,10,38,7,45,"[[20,2,6]]",303,3792,0.9200949367088608
81,48,44,79,3489,399,56.6,code,annealed,"[[20,2,6]]",1,10,39,7,45,"[[20,2,6]]",303,3792,0.9200949367088608
82,48,44,79,3489,447,45.2,code,annealed,"[[20,2,6]]",1,10,40,7,45,"[[20,2,6]]",303,3792,0.9200949367088608
83,48,44,79,3489,495,45.0,code,annealed,"[[20,2,6]]",1,10,41,7,45,"[[20,2,6]]",303,3792,0.9200949367088608
84,47,43,84,3643,305,44.9,code,annealed,"[[20,2,6]]",1,10,42,7,45,"[[20,2,6]]",305,3948,0.9227456940222898
85,45,41,85,3532,293,49.7,code,annealed,"[[20,2,6]]",1,10,43,7,45,"[[20,2,6]]",293,3825,0.9233986928104575
86,45,41,85,3532,338,44.7,code,annealed,"[[20,2,6]]",1,10,44,7,45,"[[20,2,6]]",293,3825,0.9233986928104575
87,45,41,85,3532,383,44.9,code,annealed,"[[20,2,6]]",1,10,45,7,45,"[[20,2,6]]",293,3825,0.9233986928104575
88,45,41,85,3532,428,46.5,code,annealed,"[[20,2,6]]",1,10,46,7,45,"[[20,2,6]]",293,3825,0.9233986928104575
89,45,41,85,3532,473,47.1,code,annealed,"[[20,2,6]]",1,10,47,7,45,"[[20,2,6]]",293,3825,0.9233986928104575
90,45,41,85,3532,518,44.6,code,annealed,"[[20,2,6]]",1,10,48,7,45,"[[20,2,6]]",293,3825,0.9233986928104575
91,45,41,85,3532,563,50.3,code,annealed,"[[20,2,6]]",1,10,49,7,45,"[[20,2,6]]",293,3825,0.9233986928104575
92,44,40,92,3632,416,45.0,code,annealed,"[[20,2,6]]",1,10,50,7,45,"[[20,2,6]]",416,4048,0.8972332015810277
93,44,40,92,3632,460,45.1,code,annealed,"[[20,2,6]]",1,10,51,7,45,"[[20,2,6]]",416,4048,0.8972332015810277
94,44,40,92,3632,504,47.1,code,annealed,"[[20,2,6]]",1,10,52,7,45,"[[20,2,6]]",416,4048,0.8972332015810277
95,44,40,92,3632,548,46.1,code,annealed,"[[20,2,6]]",1,10,53,7,45,"[[20,2,6]]",416,4048,0.8972332015810277
96,44,40,92,3632,592,45.1,code,annealed,"[[20,2,6]]",1,10,54,7,45,"[[20,2,6]]",416,4048,0.8972332015810277
97,43,39,97,3825,346,45.2,code,annealed,"[[20,2,6]]",1,10,55,7,45,"[[20,2,6]]",346,4171,0.9170462718772476
