q,columns,layers,qubits,volume,idle,sec,family,method,label_raw,n_labels,q_col,excel_row,n_filled,block_key,instance,idle_true,footprint,util
98,43,39,97,3825,389,44.4,code,annealed,"[[20,2,6]]",1,10,56,7,45,"[[20,2,6]]",346,4171,0.9170462718772476
43,97,93,43,4100,71,103.6,code,annealed,"[[21,2,6]]",1,1,3,7,43,"[[21,2,6]]",71,4171,0.9829777031886837
44,97,93,43,4100,168,48.1,code,annealed,"[[21,2,6]]",1,1,4,7,43,"[[21,2,6]]",71,4171,0.9829777031886837
45,97,93,43,4100,265,46.8,code,annealed,"[[21,2,6]]",1,1,5,7,43,"[[21,2,6]]",71,4171,0.9829777031886837
46,97,93,43,4100,362,46.1,code,annealed,"[[21,2,6]]",1,1,6,7,43,"[[21,2,6]]",71,4171,0.9829777031886837
47,94,90,47,4255,163,45.7,code,annealed,"[[21,2,6]]",1,1,7,7,43,"[[21,2,6]]",163,4418,0.9631054775916704
48,92,88,48,4245,171,45.5,code,annealed,"[[21,2,6]]",1,1,8,7,43,"[[21,2,6]]",171,4416,0.9612771739130435
49,86,82,49,4026,188,45.2,code,annealed,"[[21,2,6]]",1,1,9,7,43,"[[21,2,6]]",188,4214,0.9553868058851448
50,86,82,49,4026,274,45.1,code,annealed,"[[21,2,6]]",1,1,10,7,43,"[[21,2,6]]",188,4214,0.9553868058851448
51,84,80,51,4090,194,45.4,code,annealed,"[[21,2,6]]",1,1,11,7,43,"[[21,2,6]]",194,4284,0.9547152194211018
52,83,79,52,4111,205,45.3,code,annealed,"[[21,2,6]]",1,1,12,7,43,"[[21,2,6]]",205,4316,0.9525023169601483
53,80,76,53,4008,232,47.5,code,annealed,"[[21,2,6]]",1,1,13,7,43,"[[21,2,6]]",232,4240,0.9452830188679245
54,78,74,54,4033,179,49.0,code,annealed,"[[21,2,6]]",1,1,14,7,43,"[[21,2,6]]",179,4212,0.9575023741690408
55,70,67,55,3628,222,46.6,code,annealed,"[[21,2,6]]",1,1,15,7,43,"[[21,2,6]]",222,3850,0.9423376623376624
56,70,67,55,3628,292,45.8,code,annealed,"[[21,2,6]]",1,1,16,7,43,"[[21,2,6]]",222,3850,0.9423376623376624
57,70,67,55,3628,362,46.4,code,annealed,"[[21,2,6]]",1,1,17,7,43,"[[21,2,6]]",222,3850,0.9423376623376624
58,70,67,55,3628,432,45.5,code,annealed,"[[21,2,6]]",1,1,18,7,43,"[[21,2,6]]",222,3850,0.9423376623376624
59,68,64,59,3814,198,45.7,code,annealed,"[[21,2,6]]",1,1,19,7,43,"[[21,2,6]]",198,4012,0.9506480558325024
60,68,64,59,3814,266,45.1,code,annealed,"[[21,2,6]]",1,1,20,7,43,"[[21,2,6]]",198,4012,0.9506480558325024
61,63,60,61,3574,269,45.7,code,annealed,"[[21,2,6]]",1,1,21,7,43,"[[21,2,6]]",269,3843,0.9300026021337496
62,63,60,61,3574,332,45.6,code,annealed,"[[21,2,6]]",1,1,22,7,43,"[[21,2,6]]",269,3843,0.9300026021337496
63,63,60,61,3574,395,45.7,code,annealed,"[[21,2,6]]",1,1,23,7,43,"[[21,2,6]]",269,3843,0.9300026021337496
64,60,56,64,3565,275,45.6,code,annealed,"[[21,2,6]]",1,1,24,7,43,"[[21,2,6]]",275,3840,0.9283854166666666
65,60,56,64,3565,335,45.3,code,annealed,"[[21,2,6]]",1,1,25,7,43,"[[21,2,6]]",275,3840,0.9283854166666666
66,60,56,64,3565,395,45.4,code,annealed,"[[21,2,6]]",1,1,26,7,43,"[[21,2,6]]",275,3840,0.9283854166666666
67,60,56,64,3565,455,46.3,code,annealed,"[[21,2,6]]",1,1,27,7,43,"[[21,2,6]]",275,3840,0.9283854166666666
68,58,54,68,3481,463,45.6,code,annealed,"[[21,2,6]]",1,1,28,7,43,"[[21,2,6]]",463,3944,0.882606490872211
69,57,54,69,3633,300,48.7,code,annealed,"[[21,2,6]]",1,1,29,7,43,"[[21,2,6]]",300,3933,0.92372234935164
70,57,54,69,3633,357,46.0,code,annealed,"[[21,2,6]]",1,1,30,7,43,"[[21,2,6]]",300,3933,0.92372234935164
71,57,54,69,3633,414,45.8,code,annealed,"[[21,2,6]]",1,1,31,7,43,"[[21,2,6]]",300,3933,0.92372234935164
72,55,51,72,3653,307,46.0,code,annealed,"[[21,2,6]]",1,1,32,7,43,"[[21,2,6]]",307,3960,0.9224747474747474
73,55,51,72,3653,362,46.9,code,annealed,"[[21,2,6]]",1,1,33,7,43,"[[21,2,6]]",307,3960,0.9224747474747474
74,53,49,74,3647,275,46.7,code,annealed,"[[21,2,6]]",1,1,34,7,43,"[[21,2,6]]",275,3922,0.9298827129015809
75,53,49,74,3647,328,47.9,code,annealed,"[[21,2,6]]",1,1,35,7,43,"[[21,2,6]]",275,3922,0.9298827129015809
76,53,49,74,3647,381,45.1,code,annealed,"[[21,2,6]]",1,1,36,7,43,"[[21,2,6]]",275,3922,0.9298827129015809
77,52,49,77,3641,363,44.9,code,annealed,"[[21,2,6]]",1,1,37,7,43,"[[21,2,6]]",363,4004,0.9093406593406593
78,52,49,78,3625,431,45.1,code,annealed,"[[21,2,6]]",1,1,38,7,43,"[[21,2,6]]",431,4056,0.8937376725838264
79,52,49,78,3625,483,44.8,code,annealed,"[[21,2,6]]",1,1,39,7,43,"[[21,2,6]]",431,4056,0.8937376725838264
80,52,49,78,3625,535,44.6,code,annealed,"[[21,2,6]]",1,1,40,7,43,"[[21,2,6]]",431,4056,0.8937376725838264
81,51,47,81,3858,273,44.6,code,annealed,"[[21,2,6]]",1,1,41,7,43,"[[21,2,6]]",273,4131,0.9339143064633261
82,51,47,81,3858,324,44.7,code,annealed,"[[21,2,6]]",1,1,42,7,43,"[[21,2,6]]",273,4131,0.9339143064633261
83,51,47,81,3858,375,44.3,code,annealed,"[[21,2,6]]",1,1,43,7,43,"[[21,2,6]]",273,4131,0.9339143064633261
84,51,47,84,3855,429,44.8,code,annealed,"[[21,2,6]]",1,1,44,7,43,"[[21,2,6]]",429,4284,0.8998599439775911
85,50,46,85,3886,364,44.9,code,annealed,"[[21,2,6]]",1,1,45,7,43,"[[21,2,6]]",364,4250,0.9143529411764706
86,50,46,85,3886,414,44.7,code,annealed,"[[21,2,6]]",1,1,46,7,43,"[[21,2,6]]",364,4250,0.9143529411764706
87,50,46,85,3886,464,44.6,code,annealed,"[[21,2,6]]",1,1,47,7,43,"[[21,2,6]]",364,4250,0.9143529411764706
88,48,44,88,3899,325,44.6,code,annealed,"[[21,2,6]]",1,1,48,7,43,"[[21,2,6]]",325,4224,0.9230587121212122
89,45,41,89,3709,296,45.1,code,annealed,"[[21,2,6]]",1,1,49,7,43,"[[21,2,6]]",296,4005,0.9260923845193508
90,45,41,89,3709,341,46.9,code,annealed,"[[21,2,6]]",1,1,50,7,43,"[[21,2,6]]",296,4005,0.9260923845193508
91,45,41,89,3709,386,45.9,code,annealed,"[[21,2,6]]",1,1,51,7,43,"[[21,2,6]]",296,4005,0.9260923845193508
92,45,41,89,3709,431,44.6,code,annealed,"[[21,2,6]]",1,1,52,7,43,"[[21,2,6]]",296,4005,0.9260923845193508
93,45,41,89,3709,476,46.0,code,annealed,"[[21,2,6]]",1,1,53,7,43,"[[21,2,6]]",296,4005,0.9260923845193508
94,45,41,89,3709,521,47.7,code,annealed,"[[21,2,6]]",1,1,54,7,43,"[[21,2,6]]",296,4005,0.9260923845193508
95,45,41,89,3709,566,45.8,code,annealed,"[[21,2,6]]",1,1,55,7,43,"[[21,2,6]]",296,4005,0.9260923845193508
96,44,40,96,3873,351,46.4,code,annealed,"[[21,2,6]]",1,1,56,7,43,"[[21,2,6]]",351,4224,0.9169034090909091
97,44,40,96,3873,395,45.2,code,annealed,"[[21,2,6]]",1,1,57,7,43,"[[21,2,6]]",351,4224,0.9169034090909091
98,43,39,98,3883,331,45.0,code,annealed,"[[21,2,6]]",1,1,58,7,43,"[[21,2,6]]",331,4214,0.9214523018509729
40,395,393,40,12143,3657,0.5,code,cap_sweep,"[[16,3,5]]",1,37,3,7,40,"[[16,3,5]]",3657,15800,0.7685443037974684
41,200,197,41,6413,1787,0.5,code,cap_sweep,"[[16,3,5]]",1,37,4,7,40,"[[16,3,5]]",1787,8200,0.7820731707317073
42,200,197,41,6413,1987,0.5,code,cap_sweep,"[[16,3,5]]",1,37,5,7,40,"[[16,3,5]]",1787,8200,0.7820731707317073
43,102,99,43,3568,818,0.5,code,cap_sweep,"[[16,3,5]]",1,37,6,7,40,"[[16,3,5]]",818,4386,0.8134974920200638
44,83,80,44,2998,654,0.5,code,cap_sweep,"[[16,3,5]]",1,37,7,7,40,"[[16,3,5]]",654,3652,0.8209200438116101
45,83,80,44,2998,737,0.5,code,cap_sweep,"[[16,3,5]]",1,37,8,7,40,"[[16,3,5]]",654,3652,0.8209200438116101
46,70,66,46,2663,557,0.5,code,cap_sweep,"[[16,3,5]]",1,37,9,7,40,"[[16,3,5]]",557,3220,0.8270186335403726
47,70,66,46,2663,627,0.4,code,cap_sweep,"[[16,3,5]]",1,37,10,7,40,"[[16,3,5]]",557,3220,0.8270186335403726
48,61,57,48,2407,521,0.4,code,cap_sweep,"[[16,3,5]]",1,37,11,7,40,"[[16,3,5]]",521,2928,0.8220628415300546
49,54,50,49,2212,434,0.5,code,cap_sweep,"[[16,3,5]]",1,37,12,7,40,"[[16,3,5]]",434,2646,0.8359788359788359
50,54,50,49,2212,488,0.5,code,cap_sweep,"[[16,3,5]]",1,37,13,7,40,"[[16,3,5]]",434,2646,0.8359788359788359
51,48,45,51,2074,374,0.5,code,cap_sweep,"[[16,3,5]]",1,37,14,7,40,"[[16,3,5]]",374,2448,0.8472222222222222
52,48,45,51,2074,422,0.4,code,cap_sweep,"[[16,3,5]]",1,37,15,7,40,"[[16,3,5]]",374,2448,0.8472222222222222
53,48,45,51,2074,470,0.4,code,cap_sweep,"[[16,3,5]]",1,37,16,7,40,"[[16,3,5]]",374,2448,0.8472222222222222
54,44,40,54,1967,409,0.4,code,cap_sweep,"[[16,3,5]]",1,37,17,7,40,"[[16,3,5]]",409,2376,0.8278619528619529
55,44,40,54,1967,453,0.4,code,cap_sweep,"[[16,3,5]]",1,37,18,7,40,"[[16,3,5]]",409,2376,0.8278619528619529
56,41,37,56,1881,415,0.4,code,cap_sweep,"[[16,3,5]]",1,37,19,7,40,"[[16,3,5]]",415,2296,0.8192508710801394
57,41,37,56,1881,456,0.5,code,cap_sweep,"[[16,3,5]]",1,37,20,7,40,"[[16,3,5]]",415,2296,0.8192508710801394
58,41,37,56,1881,497,0.4,code,cap_sweep,"[[16,3,5]]",1,37,21,7,40,"[[16,3,5]]",415,2296,0.8192508710801394
59,41,37,56,1881,538,0.5,code,cap_sweep,"[[16,3,5]]",1,37,22,7,40,"[[16,3,5]]",415,2296,0.8192508710801394
60,41,37,56,1881,579,0.4,code,cap_sweep,"[[16,3,5]]",1,37,23,7,40,"[[16,3,5]]",415,2296,0.8192508710801394
61,41,37,56,1881,620,0.4,code,cap_sweep,"[[16,3,5]]",1,37,24,7,40,"[[16,3,5]]",415,2296,0.8192508710801394
62,41,37,56,1881,661,0.4,code,cap_sweep,"[[16,3,5]]",1,37,25,7,40,"[[16,3,5]]",415,2296,0.8192508710801394
63,38,34,63,1853,541,0.4,code,cap_sweep,"[[16,3,5]]",1,37,26,7,40,"[[16,3,5]]",541,2394,0.7740183792815372
64,38,34,63,1853,579,0.4,code,cap_sweep,"[[16,3,5]]",1,37,27,7,40,"[[16,3,5]]",541,2394,0.7740183792815372
65,38,34,63,1853,617,0.4,code,cap_sweep,"[[16,3,5]]",1,37,28,7,40,"[[16,3,5]]",541,2394,0.7740183792815372
66,38,34,63,1853,655,0.4,code,cap_sweep,"[[16,3,5]]",1,37,29,7,40,"[[16,3,5]]",541,2394,0.7740183792815372
67,38,34,63,1853,693,0.4,code,cap_sweep,"[[16,3,5]]",1,37,30,7,40,"[[16,3,5]]",541,2394,0.7740183792815372
68,38,34,63,1853,731,0.4,code,cap_sweep,"[[16,3,5]]",1,37,31,7,40,"[[16,3,5]]",541,2394,0.7740183792815372
69,35,31,69,1797,618,0.4,code,cap_sweep,"[[16,3,5]]",1,37,32,7,40,"[[16,3,5]]",618,2415,0.7440993788819876
70,35,31,69,1797,653,0.4,code,cap_sweep,"[[16,3,5]]",1,37,33,7,40,"[[16,3,5]]",618,2415,0.7440993788819876
71,33,29,71,1774,569,0.4,code,cap_sweep,"[[16,3,5]]",1,37,34,7,40,"[[16,3,5]]",569,2343,0.7571489543320529
72,33,29,71,1774,602,0.4,code,cap_sweep,"[[16,3,5]]",1,37,35,7,40,"[[16,3,5]]",569,2343,0.7571489543320529
73,33,29,71,1774,635,0.4,code,cap_sweep,"[[16,3,5]]",1,37,36,7,40,"[[16,3,5]]",569,2343,0.7571489543320529
74,31,27,74,1771,523,0.4,code,cap_sweep,"[[16,3,5]]",1,37,37,7,40,"[[16,3,5]]",523,2294,0.7720139494333043
75,31,27,74,1771,554,0.4,code,cap_sweep,"[[16,3,5]]",1,37,38,7,40,"[[16,3,5]]",523,2294,0.7720139494333043
76,31,27,74,1771,585,0.4,code,cap_sweep,"[[16,3,5]]",1,37,39,7,40,"[[16,3,5]]",523,2294,0.7720139494333043
77,31,27,74,1771,616,0.4,code,cap_sweep,"[[16,3,5]]",1,37,40,7,40,"[[16,3,5]]",523,2294,0.7720139494333043
78,31,27,74,1771,647,0.4,code,cap_sweep,"[[16,3,5]]",1,37,41,7,40,"[[16,3,5]]",523,2294,0.7720139494333043
79,31,27,74,1771,678,0.4,code,cap_sweep,"[[16,3,5]]",1,37,42,7,40,"[[16,3,5]]",523,2294,0.7720139494333043
80,31,27,74,1771,709,0.4,code,cap_sweep,"[[16,3,5]]",1,37,43,7,40,"[[16,3,5]]",523,2294,0.7720139494333043
81,31,27,74,1771,740,0.4,code,cap_sweep,"[[16,3,5]]",1,37,44,7,40,"[[16,3,5]]",523,2294,0.7720139494333043
82,31,27,74,1771,771,0.4,code,cap_sweep,"[[16,3,5]]",1,37,45,7,40,"[[16,3,5]]",523,2294,0.7720139494333043
83,31,27,74,1771,802,0.4,code,cap_sweep,"[[16,3,5]]",1,37,46,7,40,"[[16,3,5]]",523,2294,0.7720139494333043
84,29,25,84,1739,697,0.4,code,cap_sweep,"[[16,3,5]]",1,37,47,7,40,"[[16,3,5]]",697,2436,0.7138752052545156
85,28,24,85,1730,650,0.4,code,cap_sweep,"[[16,3,5]]",1,37,48,7,40,"[[16,3,5]]",650,2380,0.726890756302521
86,27,23,86,1701,621,0.4,code,cap_sweep,"[[16,3,5]]",1,37,49,7,40,"[[16,3,5]]",621,2322,0.7325581395348837
87,27,23,86,1701,648,0.5,code,cap_sweep,"[[16,3,5]]",1,37,50,7,40,"[[16,3,5]]",621,2322,0.7325581395348837
88,27,23,86,1701,675,0.4,code,cap_sweep,"[[16,3,5]]",1,37,51,7,40,"[[16,3,5]]",621,2322,0.7325581395348837
89,27,23,86,1701,702,0.4,code,cap_sweep,"[[16,3,5]]",1,37,52,7,40,"[[16,3,5]]",621,2322,0.7325581395348837
90,27,23,86,1701,729,0.4,code,cap_sweep,"[[16,3,5]]",1,37,53,7,40,"[[16,3,5]]",621,2322,0.7325581395348837
91,27,23,86,1701,756,0.4,code,cap_sweep,"[[16,3,5]]",1,37,54,7,40,"[[16,3,5]]",621,2322,0.7325581395348837
92,27,23,86,1701,783,0.4,code,cap_sweep,"[[16,3,5]]",1,37,55,7,40,"[[16,3,5]]",621,2322,0.7325581395348837
93,27,23,86,1701,810,0.4,code,cap_sweep,"[[16,3,5]]",1,37,56,7,40,"[[16,3,5]]",621,2322,0.7325581395348837
94,27,23,86,1701,837,0.4,code,cap_sweep,"[[16,3,5]]",1,37,57,7,40,"[[16,3,5]]",621,2322,0.7325581395348837
95,27,23,86,1701,864,0.4,code,cap_sweep,"[[16,3,5]]",1,37,58,7,40,"[[16,3,5]]",621,2322,0.7325581395348837
96,27,23,86,1701,891,0.4,code,cap_sweep,"[[16,3,5]]",1,37,59,7,40,"[[16,3,5]]",621,2322,0.7325581395348837
97,26,22,97,1747,775,0.4,code,cap_sweep,"[[16,3,5]]",1,37,60,7,40,"[[16,3,5]]",775,2522,0.6927042030134813
98,26,22,97,1747,801,0.4,code,cap_sweep,"[[16,3,5]]",1,37,61,7,40,"[[16,3,5]]",775,2522,0.6927042030134813
39,454,450,39,12057,5649,0.6,code,cap_sweep,"[[17,2,6]]",1,28,3,7,39,"[[17,2,6]]",5649,17706,0.6809556082683836
40,454,450,39,12057,6103,0.6,code,cap_sweep,"[[17,2,6]]",1,28,4,7,39,"[[17,2,6]]",5649,17706,0.6809556082683836
41,229,225,41,6592,2797,0.6,code,cap_sweep,"[[17,2,6]]",1,28,5,7,39,"[[17,2,6]]",2797,9389,0.7020982000213015
42,229,225,41,6592,3026,0.6,code,cap_sweep,"[[17,2,6]]",1,28,6,7,39,"[[17,2,6]]",2797,9389,0.7020982000213015
43,155,151,43,4834,1831,0.6,code,cap_sweep,"[[17,2,6]]",1,28,7,7,39,"[[17,2,6]]",1831,6665,0.7252813203300825
44,155,151,43,4834,1986,0.7,code,cap_sweep,"[[17,2,6]]",1,28,8,7,39,"[[17,2,6]]",1831,6665,0.7252813203300825
45,155,151,43,4834,2141,0.7,code,cap_sweep,"[[17,2,6]]",1,28,9,7,39,"[[17,2,6]]",1831,6665,0.7252813203300825
46,117,113,46,4009,1373,0.6,code,cap_sweep,"[[17,2,6]]",1,28,10,7,39,"[[17,2,6]]",1373,5382,0.7448903753251579
47,117,113,46,4009,1490,0.6,code,cap_sweep,"[[17,2,6]]",1,28,11,7,39,"[[17,2,6]]",1373,5382,0.7448903753251579
48,117,113,46,4009,1607,0.7,code,cap_sweep,"[[17,2,6]]",1,28,12,7,39,"[[17,2,6]]",1373,5382,0.7448903753251579
49,117,113,46,4009,1724,0.6,code,cap_sweep,"[[17,2,6]]",1,28,13,7,39,"[[17,2,6]]",1373,5382,0.7448903753251579
50,95,91,50,3513,1237,0.6,code,cap_sweep,"[[17,2,6]]",1,28,14,7,39,"[[17,2,6]]",1237,4750,0.739578947368421
51,95,91,50,3513,1332,0.6,code,cap_sweep,"[[17,2,6]]",1,28,15,7,39,"[[17,2,6]]",1237,4750,0.739578947368421
52,95,91,50,3513,1427,0.6,code,cap_sweep,"[[17,2,6]]",1,28,16,7,39,"[[17,2,6]]",1237,4750,0.739578947368421
53,80,76,53,3227,1013,0.6,code,cap_sweep,"[[17,2,6]]",1,28,17,7,39,"[[17,2,6]]",1013,4240,0.7610849056603773
54,80,76,53,3227,1093,0.6,code,cap_sweep,"[[17,2,6]]",1,28,18,7,39,"[[17,2,6]]",1013,4240,0.7610849056603773
55,70,66,55,3062,788,0.6,code,cap_sweep,"[[17,2,6]]",1,28,19,7,39,"[[17,2,6]]",788,3850,0.7953246753246753
56,70,66,55,3062,858,0.6,code,cap_sweep,"[[17,2,6]]",1,28,20,7,39,"[[17,2,6]]",788,3850,0.7953246753246753
57,70,66,55,3062,928,0.6,code,cap_sweep,"[[17,2,6]]",1,28,21,7,39,"[[17,2,6]]",788,3850,0.7953246753246753
58,70,66,55,3062,998,0.6,code,cap_sweep,"[[17,2,6]]",1,28,22,7,39,"[[17,2,6]]",788,3850,0.7953246753246753
59,70,66,55,3062,1068,0.6,code,cap_sweep,"[[17,2,6]]",1,28,23,7,39,"[[17,2,6]]",788,3850,0.7953246753246753
60,61,57,60,2841,819,0.6,code,cap_sweep,"[[17,2,6]]",1,28,24,7,39,"[[17,2,6]]",819,3660,0.7762295081967213
61,61,57,60,2841,880,0.6,code,cap_sweep,"[[17,2,6]]",1,28,25,7,39,"[[17,2,6]]",819,3660,0.7762295081967213
62,61,57,60,2841,941,0.7,code,cap_sweep,"[[17,2,6]]",1,28,26,7,39,"[[17,2,6]]",819,3660,0.7762295081967213
63,55,51,63,2775,690,0.6,code,cap_sweep,"[[17,2,6]]",1,28,27,7,39,"[[17,2,6]]",690,3465,0.8008658008658008
64,55,51,63,2775,745,0.6,code,cap_sweep,"[[17,2,6]]",1,28,28,7,39,"[[17,2,6]]",690,3465,0.8008658008658008
65,51,47,65,2692,623,0.6,code,cap_sweep,"[[17,2,6]]",1,28,29,7,39,"[[17,2,6]]",623,3315,0.8120663650075415
66,51,47,65,2692,674,0.6,code,cap_sweep,"[[17,2,6]]",1,28,30,7,39,"[[17,2,6]]",623,3315,0.8120663650075415
67,51,47,65,2692,725,0.6,code,cap_sweep,"[[17,2,6]]",1,28,31,7,39,"[[17,2,6]]",623,3315,0.8120663650075415
68,51,47,65,2692,776,0.6,code,cap_sweep,"[[17,2,6]]",1,28,32,7,39,"[[17,2,6]]",623,3315,0.8120663650075415
69,47,43,69,2623,620,0.6,code,cap_sweep,"[[17,2,6]]",1,28,33,7,39,"[[17,2,6]]",620,3243,0.8088189947579402
70,47,43,69,2623,667,0.6,code,cap_sweep,"[[17,2,6]]",1,28,34,7,39,"[[17,2,6]]",620,3243,0.8088189947579402
71,47,43,69,2623,714,0.6,code,cap_sweep,"[[17,2,6]]",1,28,35,7,39,"[[17,2,6]]",620,3243,0.8088189947579402
72,47,43,69,2623,761,0.6,code,cap_sweep,"[[17,2,6]]",1,28,36,7,39,"[[17,2,6]]",620,3243,0.8088189947579402
73,47,43,69,2623,808,0.6,code,cap_sweep,"[[17,2,6]]",1,28,37,7,39,"[[17,2,6]]",620,3243,0.8088189947579402
74,43,39,74,2489,693,0.6,code,cap_sweep,"[[17,2,6]]",1,28,38,7,39,"[[17,2,6]]",693,3182,0.7822124450031427
75,43,39,74,2489,736,0.6,code,cap_sweep,"[[17,2,6]]",1,28,39,7,39,"[[17,2,6]]",693,3182,0.7822124450031427
76,43,39,74,2489,779,0.6,code,cap_sweep,"[[17,2,6]]",1,28,40,7,39,"[[17,2,6]]",693,3182,0.7822124450031427
77,43,39,74,2489,822,0.6,code,cap_sweep,"[[17,2,6]]",1,28,41,7,39,"[[17,2,6]]",693,3182,0.7822124450031427
78,43,39,74,2489,865,0.6,code,cap_sweep,"[[17,2,6]]",1,28,42,7,39,"[[17,2,6]]",693,3182,0.7822124450031427
79,40,36,79,2514,646,0.6,code,cap_sweep,"[[17,2,6]]",1,28,43,7,39,"[[17,2,6]]",646,3160,0.7955696202531646
80,40,36,79,2514,686,0.6,code,cap_sweep,"[[17,2,6]]",1,28,44,7,39,"[[17,2,6]]",646,3160,0.7955696202531646
81,40,36,79,2514,726,0.6,code,cap_sweep,"[[17,2,6]]",1,28,45,7,39,"[[17,2,6]]",646,3160,0.7955696202531646
82,37,33,82,2451,583,0.6,code,cap_sweep,"[[17,2,6]]",1,28,46,7,39,"[[17,2,6]]",583,3034,0.8078444297956493
83,37,33,82,2451,620,0.6,code,cap_sweep,"[[17,2,6]]",1,28,47,7,39,"[[17,2,6]]",583,3034,0.8078444297956493
84,37,33,82,2451,657,0.6,code,cap_sweep,"[[17,2,6]]",1,28,48,7,39,"[[17,2,6]]",583,3034,0.8078444297956493
85,37,33,82,2451,694,0.6,code,cap_sweep,"[[17,2,6]]",1,28,49,7,39,"[[17,2,6]]",583,3034,0.8078444297956493
86,37,33,82,2451,731,0.6,code,cap_sweep,"[[17,2,6]]",1,28,50,7,39,"[[17,2,6]]",583,3034,0.8078444297956493
87,37,33,82,2451,768,0.6,code,cap_sweep,"[[17,2,6]]",1,28,51,7,39,"[[17,2,6]]",583,3034,0.8078444297956493
88,35,31,88,2437,643,0.6,code,cap_sweep,"[[17,2,6]]",1,28,52,7,39,"[[17,2,6]]",643,3080,0.7912337662337663
89,35,31,88,2437,678,0.6,code,cap_sweep,"[[17,2,6]]",1,28,53,7,39,"[[17,2,6]]",643,3080,0.7912337662337663
90,35,31,88,2437,713,0.6,code,cap_sweep,"[[17,2,6]]",1,28,54,7,39,"[[17,2,6]]",643,3080,0.7912337662337663
91,33,29,91,2409,594,0.6,code,cap_sweep,"[[17,2,6]]",1,28,55,7,39,"[[17,2,6]]",594,3003,0.8021978021978022
92,33,29,91,2409,627,0.6,code,cap_sweep,"[[17,2,6]]",1,28,56,7,39,"[[17,2,6]]",594,3003,0.8021978021978022
93,33,29,91,2409,660,0.6,code,cap_sweep,"[[17,2,6]]",1,28,57,7,39,"[[17,2,6]]",594,3003,0.8021978021978022
94,33,29,91,2409,693,0.6,code,cap_sweep,"[[17,2,6]]",1,28,58,7,39,"[[17,2,6]]",594,3003,0.8021978021978022
95,33,29,91,2409,726,0.6,code,cap_sweep,"[[17,2,6]]",1,28,59,7,39,"[[17,2,6]]",594,3003,0.8021978021978022
96,33,29,91,2409,759,0.6,code,cap_sweep,"[[17,2,6]]",1,28,60,7,39,"[[17,2,6]]",594,3003,0.8021978021978022
97,30,26,97,2398,512,0.6,code,cap_sweep,"[[17,2,6]]",1,28,61,7,39,"[[17,2,6]]",512,2910,0.8240549828178694
98,30,26,97,2398,542,0.6,code,cap_sweep,"[[17,2,6]]",1,28,62,7,39,"[[17,2,6]]",512,2910,0.8240549828178694
41,462,458,41,12975,5967,0.7,code,cap_sweep,"[[19,2,6]]",1,19,3,7,41,"[[19,2,6]]",5967,18942,0.6849857459613558
42,462,458,41,12975,6429,0.6,code,cap_sweep,"[[19,2,6]]",1,19,4,7,41,"[[19,2,6]]",5967,18942,0.6849857459613558
43,233,229,43,7003,3016,0.6,code,cap_sweep,"[[19,2,6]]",1,19,5,7,41,"[[19,2,6]]",3016,10019,0.6989719532887514
44,233,229,43,7003,3249,0.6,code,cap_sweep,"[[19,2,6]]",1,19,6,7,41,"[[19,2,6]]",3016,10019,0.6989719532887514
45,233,229,43,7003,3482,0.6,code,cap_sweep,"[[19,2,6]]",1,19,7,7,41,"[[19,2,6]]",3016,10019,0.6989719532887514
46,233,229,43,7003,3715,0.6,code,cap_sweep,"[[19,2,6]]",1,19,8,7,41,"[[19,2,6]]",3016,10019,0.6989719532887514
47,119,115,47,4205,1388,0.6,code,cap_sweep,"[[19,2,6]]",1,19,9,7,41,"[[19,2,6]]",1388,5593,0.7518326479527981
48,119,115,47,4205,1507,0.6,code,cap_sweep,"[[19,2,6]]",1,19,10,7,41,"[[19,2,6]]",1388,5593,0.7518326479527981
49,119,115,47,4205,1626,0.6,code,cap_sweep,"[[19,2,6]]",1,19,11,7,41,"[[19,2,6]]",1388,5593,0.7518326479527981
50,119,115,47,4205,1745,0.6,code,cap_sweep,"[[19,2,6]]",1,19,12,7,41,"[[19,2,6]]",1388,5593,0.7518326479527981
51,96,92,51,3667,1229,1.0,code,cap_sweep,"[[19,2,6]]",1,19,13,7,41,"[[19,2,6]]",1229,4896,0.7489787581699346
52,96,92,51,3667,1325,0.6,code,cap_sweep,"[[19,2,6]]",1,19,14,7,41,"[[19,2,6]]",1229,4896,0.7489787581699346
53,96,92,51,3667,1421,0.6,code,cap_sweep,"[[19,2,6]]",1,19,15,7,41,"[[19,2,6]]",1229,4896,0.7489787581699346
54,96,92,51,3667,1517,0.6,code,cap_sweep,"[[19,2,6]]",1,19,16,7,41,"[[19,2,6]]",1229,4896,0.7489787581699346
55,96,92,51,3667,1613,0.6,code,cap_sweep,"[[19,2,6]]",1,19,17,7,41,"[[19,2,6]]",1229,4896,0.7489787581699346
56,96,92,51,3667,1709,0.6,code,cap_sweep,"[[19,2,6]]",1,19,18,7,41,"[[19,2,6]]",1229,4896,0.7489787581699346
57,96,92,51,3667,1805,0.6,code,cap_sweep,"[[19,2,6]]",1,19,19,7,41,"[[19,2,6]]",1229,4896,0.7489787581699346
58,56,52,58,2784,464,0.6,code,cap_sweep,"[[19,2,6]]",1,19,20,7,41,"[[19,2,6]]",464,3248,0.8571428571428571
