q,columns,layers,qubits,volume,idle,sec,code,method,excel_row,n_filled,n,k,dist,idle_true,footprint,util
49,80,77,49,3729,191,46.0,"[[19,2,6]]",annealed,11,7,19,2,6,191,3920,0.9512755102040816
50,78,74,50,3681,219,45.0,"[[19,2,6]]",annealed,12,7,19,2,6,219,3900,0.9438461538461539
51,74,71,51,3570,204,45.0,"[[19,2,6]]",annealed,13,7,19,2,6,204,3774,0.9459459459459459
52,74,71,51,3570,278,44.5,"[[19,2,6]]",annealed,14,7,19,2,6,204,3774,0.9459459459459459
53,72,68,53,3625,191,44.6,"[[19,2,6]]",annealed,15,7,19,2,6,191,3816,0.9499475890985325
54,71,67,54,3601,233,44.6,"[[19,2,6]]",annealed,16,7,19,2,6,233,3834,0.9392279603547209
55,70,67,55,3652,198,44.9,"[[19,2,6]]",annealed,17,7,19,2,6,198,3850,0.9485714285714286
56,69,66,56,3632,232,44.7,"[[19,2,6]]",annealed,18,7,19,2,6,232,3864,0.9399585921325052
57,67,63,57,3573,246,44.4,"[[19,2,6]]",annealed,19,7,19,2,6,246,3819,0.9355852317360566
58,65,62,58,3566,204,44.4,"[[19,2,6]]",annealed,20,7,19,2,6,204,3770,0.9458885941644563
59,63,59,59,3506,211,44.3,"[[19,2,6]]",annealed,21,7,19,2,6,211,3717,0.9432337906914178
60,63,59,59,3506,274,44.5,"[[19,2,6]]",annealed,22,7,19,2,6,211,3717,0.9432337906914178
61,63,59,59,3506,337,44.5,"[[19,2,6]]",annealed,23,7,19,2,6,211,3717,0.9432337906914178
62,60,56,62,3513,207,44.2,"[[19,2,6]]",annealed,24,7,19,2,6,207,3720,0.9443548387096774
63,60,56,62,3513,267,44.3,"[[19,2,6]]",annealed,25,7,19,2,6,207,3720,0.9443548387096774
64,58,54,64,3499,213,44.3,"[[19,2,6]]",annealed,26,7,19,2,6,213,3712,0.9426185344827587
65,58,54,64,3499,271,44.0,"[[19,2,6]]",annealed,27,7,19,2,6,213,3712,0.9426185344827587
66,58,54,64,3499,329,44.3,"[[19,2,6]]",annealed,28,7,19,2,6,213,3712,0.9426185344827587
67,58,54,64,3499,387,45.8,"[[19,2,6]]",annealed,29,7,19,2,6,213,3712,0.9426185344827587
68,58,54,64,3499,445,44.2,"[[19,2,6]]",annealed,30,7,19,2,6,213,3712,0.9426185344827587
69,55,52,69,3460,335,44.4,"[[19,2,6]]",annealed,31,7,19,2,6,335,3795,0.9117259552042161
70,55,52,69,3460,390,44.2,"[[19,2,6]]",annealed,32,7,19,2,6,335,3795,0.9117259552042161
71,55,52,69,3460,445,44.0,"[[19,2,6]]",annealed,33,7,19,2,6,335,3795,0.9117259552042161
72,55,52,69,3460,500,44.4,"[[19,2,6]]",annealed,34,7,19,2,6,335,3795,0.9117259552042161
73,54,50,73,3621,321,44.1,"[[19,2,6]]",annealed,35,7,19,2,6,321,3942,0.9185692541856926
74,54,50,73,3621,375,44.2,"[[19,2,6]]",annealed,36,7,19,2,6,321,3942,0.9185692541856926
75,52,48,75,3638,262,44.1,"[[19,2,6]]",annealed,37,7,19,2,6,262,3900,0.9328205128205128
76,52,48,75,3638,314,44.2,"[[19,2,6]]",annealed,38,7,19,2,6,262,3900,0.9328205128205128
77,52,48,75,3638,366,44.2,"[[19,2,6]]",annealed,39,7,19,2,6,262,3900,0.9328205128205128
78,48,44,78,3477,267,43.9,"[[19,2,6]]",annealed,40,7,19,2,6,267,3744,0.9286858974358975
79,48,44,78,3477,315,44.0,"[[19,2,6]]",annealed,41,7,19,2,6,267,3744,0.9286858974358975
80,48,44,78,3477,363,43.9,"[[19,2,6]]",annealed,42,7,19,2,6,267,3744,0.9286858974358975
81,48,44,78,3477,411,43.9,"[[19,2,6]]",annealed,43,7,19,2,6,267,3744,0.9286858974358975
82,48,44,78,3477,459,44.3,"[[19,2,6]]",annealed,44,7,19,2,6,267,3744,0.9286858974358975
83,48,44,78,3477,507,43.8,"[[19,2,6]]",annealed,45,7,19,2,6,267,3744,0.9286858974358975
84,46,42,84,3614,250,43.6,"[[19,2,6]]",annealed,46,7,19,2,6,250,3864,0.9353002070393375
85,46,42,84,3614,296,44.1,"[[19,2,6]]",annealed,47,7,19,2,6,250,3864,0.9353002070393375
86,46,42,84,3614,342,43.9,"[[19,2,6]]",annealed,48,7,19,2,6,250,3864,0.9353002070393375
87,45,41,87,3608,307,44.9,"[[19,2,6]]",annealed,49,7,19,2,6,307,3915,0.9215836526181354
88,45,41,87,3608,352,44.2,"[[19,2,6]]",annealed,50,7,19,2,6,307,3915,0.9215836526181354
89,45,41,87,3608,397,44.0,"[[19,2,6]]",annealed,51,7,19,2,6,307,3915,0.9215836526181354
90,44,40,90,3610,350,44.0,"[[19,2,6]]",annealed,52,7,19,2,6,350,3960,0.9116161616161617
91,44,40,90,3610,394,44.4,"[[19,2,6]]",annealed,53,7,19,2,6,350,3960,0.9116161616161617
92,44,40,90,3610,438,44.1,"[[19,2,6]]",annealed,54,7,19,2,6,350,3960,0.9116161616161617
93,43,40,93,3633,366,43.9,"[[19,2,6]]",annealed,55,7,19,2,6,366,3999,0.90847711927982
94,43,40,93,3633,409,44.1,"[[19,2,6]]",annealed,56,7,19,2,6,366,3999,0.90847711927982
95,43,40,93,3633,452,43.8,"[[19,2,6]]",annealed,57,7,19,2,6,366,3999,0.90847711927982
96,43,40,93,3633,495,43.9,"[[19,2,6]]",annealed,58,7,19,2,6,366,3999,0.90847711927982
97,43,40,93,3633,538,44.1,"[[19,2,6]]",annealed,59,7,19,2,6,366,3999,0.90847711927982
98,43,40,93,3633,581,43.8,"[[19,2,6]]",annealed,60,7,19,2,6,366,3999,0.90847711927982
45,466,462,45,13603,7367,0.6,"[[20,2,6]]",cap_sweep,3,7,20,2,6,7367,20970,0.6486886027658559
46,466,462,45,13603,7833,0.6,"[[20,2,6]]",cap_sweep,4,7,20,2,6,7367,20970,0.6486886027658559
47,235,231,47,7376,3669,0.6,"[[20,2,6]]",cap_sweep,5,7,20,2,6,3669,11045,0.6678134902670891
48,235,231,47,7376,3904,0.6,"[[20,2,6]]",cap_sweep,6,7,20,2,6,3669,11045,0.6678134902670891
49,159,155,49,5371,2420,0.7,"[[20,2,6]]",cap_sweep,7,7,20,2,6,2420,7791,0.6893851880374792
50,159,155,49,5371,2579,0.6,"[[20,2,6]]",cap_sweep,8,7,20,2,6,2420,7791,0.6893851880374792
51,120,116,51,4447,1673,0.6,"[[20,2,6]]",cap_sweep,9,7,20,2,6,1673,6120,0.7266339869281045
52,120,116,51,4447,1793,0.6,"[[20,2,6]]",cap_sweep,10,7,20,2,6,1673,6120,0.7266339869281045
53,98,94,53,3814,1380,0.6,"[[20,2,6]]",cap_sweep,11,7,20,2,6,1380,5194,0.7343088178667694
54,98,94,53,3814,1478,0.6,"[[20,2,6]]",cap_sweep,12,7,20,2,6,1380,5194,0.7343088178667694
55,98,94,53,3814,1576,0.6,"[[20,2,6]]",cap_sweep,13,7,20,2,6,1380,5194,0.7343088178667694
56,71,67,56,3220,756,0.6,"[[20,2,6]]",cap_sweep,14,7,20,2,6,756,3976,0.8098591549295775
57,71,67,56,3220,827,0.6,"[[20,2,6]]",cap_sweep,15,7,20,2,6,756,3976,0.8098591549295775
58,71,67,56,3220,898,0.6,"[[20,2,6]]",cap_sweep,16,7,20,2,6,756,3976,0.8098591549295775
59,71,67,56,3220,969,0.6,"[[20,2,6]]",cap_sweep,17,7,20,2,6,756,3976,0.8098591549295775
60,71,67,56,3220,1040,0.6,"[[20,2,6]]",cap_sweep,18,7,20,2,6,756,3976,0.8098591549295775
61,71,67,56,3220,1111,0.6,"[[20,2,6]]",cap_sweep,19,7,20,2,6,756,3976,0.8098591549295775
62,63,59,62,3014,892,0.6,"[[20,2,6]]",cap_sweep,20,7,20,2,6,892,3906,0.7716333845366103
63,63,59,62,3014,955,0.6,"[[20,2,6]]",cap_sweep,21,7,20,2,6,892,3906,0.7716333845366103
64,63,59,62,3014,1018,0.6,"[[20,2,6]]",cap_sweep,22,7,20,2,6,892,3906,0.7716333845366103
65,63,59,62,3014,1081,0.6,"[[20,2,6]]",cap_sweep,23,7,20,2,6,892,3906,0.7716333845366103
66,56,52,66,2911,785,0.6,"[[20,2,6]]",cap_sweep,24,7,20,2,6,785,3696,0.7876082251082251
67,56,52,66,2911,841,0.8,"[[20,2,6]]",cap_sweep,25,7,20,2,6,785,3696,0.7876082251082251
68,51,47,68,2817,651,0.6,"[[20,2,6]]",cap_sweep,26,7,20,2,6,651,3468,0.8122837370242214
69,51,47,68,2817,702,0.6,"[[20,2,6]]",cap_sweep,27,7,20,2,6,651,3468,0.8122837370242214
70,51,47,68,2817,753,0.6,"[[20,2,6]]",cap_sweep,28,7,20,2,6,651,3468,0.8122837370242214
71,51,47,68,2817,804,0.6,"[[20,2,6]]",cap_sweep,29,7,20,2,6,651,3468,0.8122837370242214
72,47,43,72,2750,634,0.6,"[[20,2,6]]",cap_sweep,30,7,20,2,6,634,3384,0.8126477541371159
73,47,43,72,2750,681,0.6,"[[20,2,6]]",cap_sweep,31,7,20,2,6,634,3384,0.8126477541371159
74,47,43,72,2750,728,0.6,"[[20,2,6]]",cap_sweep,32,7,20,2,6,634,3384,0.8126477541371159
75,47,43,72,2750,775,0.6,"[[20,2,6]]",cap_sweep,33,7,20,2,6,634,3384,0.8126477541371159
76,47,43,72,2750,822,0.6,"[[20,2,6]]",cap_sweep,34,7,20,2,6,634,3384,0.8126477541371159
77,47,43,72,2750,869,0.6,"[[20,2,6]]",cap_sweep,35,7,20,2,6,634,3384,0.8126477541371159
78,42,38,78,2612,664,0.6,"[[20,2,6]]",cap_sweep,36,7,20,2,6,664,3276,0.7973137973137974
79,42,38,78,2612,706,0.6,"[[20,2,6]]",cap_sweep,37,7,20,2,6,664,3276,0.7973137973137974
80,42,38,78,2612,748,0.6,"[[20,2,6]]",cap_sweep,38,7,20,2,6,664,3276,0.7973137973137974
81,42,38,78,2612,790,0.6,"[[20,2,6]]",cap_sweep,39,7,20,2,6,664,3276,0.7973137973137974
82,42,38,78,2612,832,0.6,"[[20,2,6]]",cap_sweep,40,7,20,2,6,664,3276,0.7973137973137974
83,38,34,83,2540,614,0.6,"[[20,2,6]]",cap_sweep,41,7,20,2,6,614,3154,0.8053265694356373
84,38,34,83,2540,652,0.6,"[[20,2,6]]",cap_sweep,42,7,20,2,6,614,3154,0.8053265694356373
85,38,34,83,2540,690,0.6,"[[20,2,6]]",cap_sweep,43,7,20,2,6,614,3154,0.8053265694356373
86,38,34,83,2540,728,0.6,"[[20,2,6]]",cap_sweep,44,7,20,2,6,614,3154,0.8053265694356373
87,38,34,83,2540,766,0.7,"[[20,2,6]]",cap_sweep,45,7,20,2,6,614,3154,0.8053265694356373
88,38,34,83,2540,804,0.6,"[[20,2,6]]",cap_sweep,46,7,20,2,6,614,3154,0.8053265694356373
89,38,34,83,2540,842,0.6,"[[20,2,6]]",cap_sweep,47,7,20,2,6,614,3154,0.8053265694356373
90,38,34,83,2540,880,0.6,"[[20,2,6]]",cap_sweep,48,7,20,2,6,614,3154,0.8053265694356373
91,36,32,91,2592,684,0.6,"[[20,2,6]]",cap_sweep,49,7,20,2,6,684,3276,0.7912087912087912
92,36,32,91,2592,720,0.6,"[[20,2,6]]",cap_sweep,50,7,20,2,6,684,3276,0.7912087912087912
93,34,30,93,2563,599,0.6,"[[20,2,6]]",cap_sweep,51,7,20,2,6,599,3162,0.8105629348513599
94,34,30,93,2563,633,0.6,"[[20,2,6]]",cap_sweep,52,7,20,2,6,599,3162,0.8105629348513599
95,34,30,93,2563,667,0.6,"[[20,2,6]]",cap_sweep,53,7,20,2,6,599,3162,0.8105629348513599
96,34,30,93,2563,701,0.6,"[[20,2,6]]",cap_sweep,54,7,20,2,6,599,3162,0.8105629348513599
97,34,30,93,2563,735,0.6,"[[20,2,6]]",cap_sweep,55,7,20,2,6,599,3162,0.8105629348513599
98,34,30,93,2563,769,0.6,"[[20,2,6]]",cap_sweep,56,7,20,2,6,599,3162,0.8105629348513599
43,470,466,43,14544,5666,0.7,"[[21,2,6]]",cap_sweep,3,7,21,2,6,5666,20210,0.7196437407224147
44,470,466,43,14544,6136,0.6,"[[21,2,6]]",cap_sweep,4,7,21,2,6,5666,20210,0.7196437407224147
45,470,466,43,14544,6606,0.6,"[[21,2,6]]",cap_sweep,5,7,21,2,6,5666,20210,0.7196437407224147
46,470,466,43,14544,7076,0.6,"[[21,2,6]]",cap_sweep,6,7,21,2,6,5666,20210,0.7196437407224147
47,470,466,43,14544,7546,0.6,"[[21,2,6]]",cap_sweep,7,7,21,2,6,5666,20210,0.7196437407224147
48,237,233,48,7845,3531,0.6,"[[21,2,6]]",cap_sweep,8,7,21,2,6,3531,11376,0.6896097046413502
49,237,233,48,7845,3768,0.6,"[[21,2,6]]",cap_sweep,9,7,21,2,6,3531,11376,0.6896097046413502
50,160,156,50,5685,2315,0.6,"[[21,2,6]]",cap_sweep,10,7,21,2,6,2315,8000,0.710625
51,160,156,50,5685,2475,0.6,"[[21,2,6]]",cap_sweep,11,7,21,2,6,2315,8000,0.710625
52,121,117,52,4626,1666,0.7,"[[21,2,6]]",cap_sweep,12,7,21,2,6,1666,6292,0.735219326128417
53,121,117,52,4626,1787,0.7,"[[21,2,6]]",cap_sweep,13,7,21,2,6,1666,6292,0.735219326128417
54,121,117,52,4626,1908,0.6,"[[21,2,6]]",cap_sweep,14,7,21,2,6,1666,6292,0.735219326128417
55,121,117,52,4626,2029,0.6,"[[21,2,6]]",cap_sweep,15,7,21,2,6,1666,6292,0.735219326128417
56,121,117,52,4626,2150,0.7,"[[21,2,6]]",cap_sweep,16,7,21,2,6,1666,6292,0.735219326128417
57,98,94,57,4080,1506,0.6,"[[21,2,6]]",cap_sweep,17,7,21,2,6,1506,5586,0.7303974221267454
58,98,94,57,4080,1604,0.7,"[[21,2,6]]",cap_sweep,18,7,21,2,6,1506,5586,0.7303974221267454
59,98,94,57,4080,1702,0.6,"[[21,2,6]]",cap_sweep,19,7,21,2,6,1506,5586,0.7303974221267454
60,98,94,57,4080,1800,0.6,"[[21,2,6]]",cap_sweep,20,7,21,2,6,1506,5586,0.7303974221267454
61,83,79,61,3675,1388,0.6,"[[21,2,6]]",cap_sweep,21,7,21,2,6,1388,5063,0.7258542366186056
62,64,60,62,3217,751,0.6,"[[21,2,6]]",cap_sweep,22,7,21,2,6,751,3968,0.8107358870967742
63,64,60,62,3217,815,0.6,"[[21,2,6]]",cap_sweep,23,7,21,2,6,751,3968,0.8107358870967742
64,64,60,62,3217,879,0.7,"[[21,2,6]]",cap_sweep,24,7,21,2,6,751,3968,0.8107358870967742
65,64,60,62,3217,943,0.6,"[[21,2,6]]",cap_sweep,25,7,21,2,6,751,3968,0.8107358870967742
66,64,60,62,3217,1007,0.6,"[[21,2,6]]",cap_sweep,26,7,21,2,6,751,3968,0.8107358870967742
67,64,60,62,3217,1071,0.6,"[[21,2,6]]",cap_sweep,27,7,21,2,6,751,3968,0.8107358870967742
68,64,60,62,3217,1135,0.6,"[[21,2,6]]",cap_sweep,28,7,21,2,6,751,3968,0.8107358870967742
69,64,60,62,3217,1199,0.6,"[[21,2,6]]",cap_sweep,29,7,21,2,6,751,3968,0.8107358870967742
70,64,60,62,3217,1263,0.6,"[[21,2,6]]",cap_sweep,30,7,21,2,6,751,3968,0.8107358870967742
71,64,60,62,3217,1327,0.6,"[[21,2,6]]",cap_sweep,31,7,21,2,6,751,3968,0.8107358870967742
72,57,53,72,3082,1022,0.6,"[[21,2,6]]",cap_sweep,32,7,21,2,6,1022,4104,0.7509746588693957
73,57,53,72,3082,1079,0.6,"[[21,2,6]]",cap_sweep,33,7,21,2,6,1022,4104,0.7509746588693957
74,52,48,74,2949,899,0.6,"[[21,2,6]]",cap_sweep,34,7,21,2,6,899,3848,0.7663721413721414
75,52,48,74,2949,951,0.6,"[[21,2,6]]",cap_sweep,35,7,21,2,6,899,3848,0.7663721413721414
76,52,48,74,2949,1003,0.6,"[[21,2,6]]",cap_sweep,36,7,21,2,6,899,3848,0.7663721413721414
77,52,48,74,2949,1055,0.6,"[[21,2,6]]",cap_sweep,37,7,21,2,6,899,3848,0.7663721413721414
78,52,48,74,2949,1107,0.6,"[[21,2,6]]",cap_sweep,38,7,21,2,6,899,3848,0.7663721413721414
79,52,48,74,2949,1159,0.6,"[[21,2,6]]",cap_sweep,39,7,21,2,6,899,3848,0.7663721413721414
80,44,40,80,2703,817,0.6,"[[21,2,6]]",cap_sweep,40,7,21,2,6,817,3520,0.7678977272727273
81,44,40,80,2703,861,0.6,"[[21,2,6]]",cap_sweep,41,7,21,2,6,817,3520,0.7678977272727273
82,44,40,80,2703,905,0.6,"[[21,2,6]]",cap_sweep,42,7,21,2,6,817,3520,0.7678977272727273
83,44,40,80,2703,949,0.6,"[[21,2,6]]",cap_sweep,43,7,21,2,6,817,3520,0.7678977272727273
84,44,40,80,2703,993,0.6,"[[21,2,6]]",cap_sweep,44,7,21,2,6,817,3520,0.7678977272727273
85,44,40,80,2703,1037,0.6,"[[21,2,6]]",cap_sweep,45,7,21,2,6,817,3520,0.7678977272727273
86,41,37,86,2650,876,0.6,"[[21,2,6]]",cap_sweep,46,7,21,2,6,876,3526,0.7515598411798071
87,41,37,86,2650,917,0.6,"[[21,2,6]]",cap_sweep,47,7,21,2,6,876,3526,0.7515598411798071
88,41,37,86,2650,958,0.9,"[[21,2,6]]",cap_sweep,48,7,21,2,6,876,3526,0.7515598411798071
89,41,37,86,2650,999,0.6,"[[21,2,6]]",cap_sweep,49,7,21,2,6,876,3526,0.7515598411798071
90,41,37,86,2650,1040,0.6,"[[21,2,6]]",cap_sweep,50,7,21,2,6,876,3526,0.7515598411798071
91,39,35,91,2672,877,0.6,"[[21,2,6]]",cap_sweep,51,7,21,2,6,877,3549,0.7528881375035221
92,39,35,91,2672,916,0.6,"[[21,2,6]]",cap_sweep,52,7,21,2,6,877,3549,0.7528881375035221
93,39,35,91,2672,955,0.7,"[[21,2,6]]",cap_sweep,53,7,21,2,6,877,3549,0.7528881375035221
94,39,35,91,2672,994,0.6,"[[21,2,6]]",cap_sweep,54,7,21,2,6,877,3549,0.7528881375035221
95,39,35,91,2672,1033,0.6,"[[21,2,6]]",cap_sweep,55,7,21,2,6,877,3549,0.7528881375035221
96,39,35,91,2672,1072,0.6,"[[21,2,6]]",cap_sweep,56,7,21,2,6,877,3549,0.7528881375035221
97,39,35,91,2672,1111,0.6,"[[21,2,6]]",cap_sweep,57,7,21,2,6,877,3549,0.7528881375035221
98,37,33,98,2660,966,0.6,"[[21,2,6]]",cap_sweep,58,7,21,2,6,966,3626,0.7335907335907336
41,462,458,41,12975,5967,0.7,"[[19,2,6]]",cap_sweep,3,7,19,2,6,5967,18942,0.6849857459613558
42,462,458,41,12975,6429,0.6,"[[19,2,6]]",cap_sweep,4,7,19,2,6,5967,18942,0.6849857459613558
43,233,229,43,7003,3016,0.6,"[[19,2,6]]",cap_sweep,5,7,19,2,6,3016,10019,0.6989719532887514
44,233,229,43,7003,3249,0.6,"[[19,2,6]]",cap_sweep,6,7,19,2,6,3016,10019,0.6989719532887514
45,233,229,43,7003,3482,0.6,"[[19,2,6]]",cap_sweep,7,7,19,2,6,3016,10019,0.6989719532887514
46,233,229,43,7003,3715,0.6,"[[19,2,6]]",cap_sweep,8,7,19,2,6,3016,10019,0.6989719532887514
47,119,115,47,4205,1388,0.6,"[[19,2,6]]",cap_sweep,9,7,19,2,6,1388,5593,0.7518326479527981
48,119,115,47,4205,1507,0.6,"[[19,2,6]]",cap_sweep,10,7,19,2,6,1388,5593,0.7518326479527981
49,119,115,47,4205,1626,0.6,"[[19,2,6]]",cap_sweep,11,7,19,2,6,1388,5593,0.7518326479527981
50,119,115,47,4205,1745,0.6,"[[19,2,6]]",cap_sweep,12,7,19,2,6,1388,5593,0.7518326479527981
51,96,92,51,3667,1229,1.0,"[[19,2,6]]",cap_sweep,13,7,19,2,6,1229,4896,0.7489787581699346
52,96,92,51,3667,1325,0.6,"[[19,2,6]]",cap_sweep,14,7,19,2,6,1229,4896,0.7489787581699346
53,96,92,51,3667,1421,0.6,"[[19,2,6]]",cap_sweep,15,7,19,2,6,1229,4896,0.7489787581699346
54,96,92,51,3667,1517,0.6,"[[19,2,6]]",cap_sweep,16,7,19,2,6,1229,4896,0.7489787581699346
55,96,92,51,3667,1613,0.6,"[[19,2,6]]",cap_sweep,17,7,19,2,6,1229,4896,0.7489787581699346
56,96,92,51,3667,1709,0.6,"[[19,2,6]]",cap_sweep,18,7,19,2,6,1229,4896,0.7489787581699346
57,96,92,51,3667,1805,0.6,"[[19,2,6]]",cap_sweep,19,7,19,2,6,1229,4896,0.7489787581699346
58,56,52,58,2784,464,0.6,"[[19,2,6]]",cap_sweep,20,7,19,2,6,464,3248,0.8571428571428571
59,56,52,58,2784,520,0.6,"[[19,2,6]]",cap_sweep,21,7,19,2,6,464,3248,0.8571428571428571
60,56,52,58,2784,576,0.6,"[[19,2,6]]",cap_sweep,22,7,19,2,6,464,3248,0.8571428571428571
61,56,52,58,2784,632,0.6,"[[19,2,6]]",cap_sweep,23,7,19,2,6,464,3248,0.8571428571428571
62,56,52,58,2784,688,0.6,"[[19,2,6]]",cap_sweep,24,7,19,2,6,464,3248,0.8571428571428571
63,56,52,58,2784,744,0.6,"[[19,2,6]]",cap_sweep,25,7,19,2,6,464,3248,0.8571428571428571
64,56,52,58,2784,800,0.6,"[[19,2,6]]",cap_sweep,26,7,19,2,6,464,3248,0.8571428571428571
65,56,52,58,2784,856,0.6,"[[19,2,6]]",cap_sweep,27,7,19,2,6,464,3248,0.8571428571428571
66,56,52,58,2784,912,0.6,"[[19,2,6]]",cap_sweep,28,7,19,2,6,464,3248,0.8571428571428571
67,51,47,67,2725,692,0.6,"[[19,2,6]]",cap_sweep,29,7,19,2,6,692,3417,0.797483172373427
68,51,47,67,2725,743,0.6,"[[19,2,6]]",cap_sweep,30,7,19,2,6,692,3417,0.797483172373427
69,51,47,67,2725,794,0.6,"[[19,2,6]]",cap_sweep,31,7,19,2,6,692,3417,0.797483172373427
70,51,47,67,2725,845,0.7,"[[19,2,6]]",cap_sweep,32,7,19,2,6,692,3417,0.797483172373427
71,51,47,67,2725,896,0.6,"[[19,2,6]]",cap_sweep,33,7,19,2,6,692,3417,0.797483172373427
72,51,47,67,2725,947,0.6,"[[19,2,6]]",cap_sweep,34,7,19,2,6,692,3417,0.797483172373427
73,51,47,67,2725,998,0.6,"[[19,2,6]]",cap_sweep,35,7,19,2,6,692,3417,0.797483172373427
74,47,43,74,2633,845,0.6,"[[19,2,6]]",cap_sweep,36,7,19,2,6,845,3478,0.7570442783208741
75,44,40,75,2636,664,0.6,"[[19,2,6]]",cap_sweep,37,7,19,2,6,664,3300,0.7987878787878788
76,44,40,75,2636,708,0.6,"[[19,2,6]]",cap_sweep,38,7,19,2,6,664,3300,0.7987878787878788
77,44,40,75,2636,752,0.6,"[[19,2,6]]",cap_sweep,39,7,19,2,6,664,3300,0.7987878787878788
78,44,40,75,2636,796,0.6,"[[19,2,6]]",cap_sweep,40,7,19,2,6,664,3300,0.7987878787878788
79,44,40,75,2636,840,0.6,"[[19,2,6]]",cap_sweep,41,7,19,2,6,664,3300,0.7987878787878788
80,41,37,80,2592,688,0.6,"[[19,2,6]]",cap_sweep,42,7,19,2,6,688,3280,0.7902439024390244
81,41,37,80,2592,729,0.6,"[[19,2,6]]",cap_sweep,43,7,19,2,6,688,3280,0.7902439024390244
82,41,37,80,2592,770,0.6,"[[19,2,6]]",cap_sweep,44,7,19,2,6,688,3280,0.7902439024390244
83,41,37,80,2592,811,0.7,"[[19,2,6]]",cap_sweep,45,7,19,2,6,688,3280,0.7902439024390244
84,38,34,84,2508,684,0.7,"[[19,2,6]]",cap_sweep,46,7,19,2,6,684,3192,0.7857142857142857
85,38,34,84,2508,722,0.6,"[[19,2,6]]",cap_sweep,47,7,19,2,6,684,3192,0.7857142857142857
86,38,34,84,2508,760,0.6,"[[19,2,6]]",cap_sweep,48,7,19,2,6,684,3192,0.7857142857142857
87,38,34,84,2508,798,0.6,"[[19,2,6]]",cap_sweep,49,7,19,2,6,684,3192,0.7857142857142857
88,38,34,84,2508,836,0.6,"[[19,2,6]]",cap_sweep,50,7,19,2,6,684,3192,0.7857142857142857
89,36,32,89,2511,693,0.6,"[[19,2,6]]",cap_sweep,51,7,19,2,6,693,3204,0.7837078651685393
90,36,32,89,2511,729,0.6,"[[19,2,6]]",cap_sweep,52,7,19,2,6,693,3204,0.7837078651685393
91,36,32,89,2511,765,0.6,"[[19,2,6]]",cap_sweep,53,7,19,2,6,693,3204,0.7837078651685393
92,36,32,89,2511,801,0.6,"[[19,2,6]]",cap_sweep,54,7,19,2,6,693,3204,0.7837078651685393
93,36,32,89,2511,837,0.6,"[[19,2,6]]",cap_sweep,55,7,19,2,6,693,3204,0.7837078651685393
94,33,29,94,2423,679,0.6,"[[19,2,6]]",cap_sweep,56,7,19,2,6,679,3102,0.7811089619600258
95,33,29,94,2423,712,0.6,"[[19,2,6]]",cap_sweep,57,7,19,2,6,679,3102,0.7811089619600258
96,33,29,94,2423,745,0.6,"[[19,2,6]]",cap_sweep,58,7,19,2,6,679,3102,0.7811089619600258
97,33,29,94,2423,778,0.6,"[[19,2,6]]",cap_sweep,59,7,19,2,6,679,3102,0.7811089619600258
98,33,29,94,2423,811,0.6,"[[19,2,6]]",cap_sweep,60,7,19,2,6,679,3102,0.7811089619600258
39,454,450,39,12057,5649,0.6,"[[17,2,6]]",cap_sweep,3,7,17,2,6,5649,17706,0.6809556082683836
40,454,450,39,12057,6103,0.6,"[[17,2,6]]",cap_sweep,4,7,17,2,6,5649,17706,0.6809556082683836
41,229,225,41,6592,2797,0.6,"[[17,2,6]]",cap_sweep,5,7,17,2,6,2797,9389,0.7020982000213015
42,229,225,41,6592,3026,0.6,"[[17,2,6]]",cap_sweep,6,7,17,2,6,2797,9389,0.7020982000213015
43,155,151,43,4834,1831,0.6,"[[17,2,6]]",cap_sweep,7,7,17,2,6,1831,6665,0.7252813203300825
44,155,151,43,4834,1986,0.7,"[[17,2,6]]",cap_sweep,8,7,17,2,6,1831,6665,0.7252813203300825
45,155,151,43,4834,2141,0.7,"[[17,2,6]]",cap_sweep,9,7,17,2,6,1831,6665,0.7252813203300825
46,117,113,46,4009,1373,0.6,"[[17,2,6]]",cap_sweep,10,7,17,2,6,1373,5382,0.7448903753251579
47,117,113,46,4009,1490,0.6,"[[17,2,6]]",cap_sweep,11,7,17,2,6,1373,5382,0.7448903753251579
48,117,113,46,4009,1607,0.7,"[[17,2,6]]",cap_sweep,12,7,17,2,6,1373,5382,0.7448903753251579
49,117,113,46,4009,1724,0.6,"[[17,2,6]]",cap_sweep,13,7,17,2,6,1373,5382,0.7448903753251579
50,95,91,50,3513,1237,0.6,"[[17,2,6]]",cap_sweep,14,7,17,2,6,1237,4750,0.739578947368421
51,95,91,50,3513,1332,0.6,"[[17,2,6]]",cap_sweep,15,7,17,2,6,1237,4750,0.739578947368421
52,95,91,50,3513,1427,0.6,"[[17,2,6]]",cap_sweep,16,7,17,2,6,1237,4750,0.739578947368421
53,80,76,53,3227,1013,0.6,"[[17,2,6]]",cap_sweep,17,7,17,2,6,1013,4240,0.7610849056603773
54,80,76,53,3227,1093,0.6,"[[17,2,6]]",cap_sweep,18,7,17,2,6,1013,4240,0.7610849056603773
55,70,66,55,3062,788,0.6,"[[17,2,6]]",cap_sweep,19,7,17,2,6,788,3850,0.7953246753246753
56,70,66,55,3062,858,0.6,"[[17,2,6]]",cap_sweep,20,7,17,2,6,788,3850,0.7953246753246753
